IDX,LON,LAT,ENTRY_EXIT,EXIT_NUM,INTERCHANGE,FACILITY_TYPE,FACILITY_NAME,STATEID,FAFID
777,-150.4641135522701,66.35797319373017,,,,,,0,0
778,-150.1500712803294,66.10003526694308,,,,,,0,0
779,-150.17946358150402,67.25351618117435,,,,,,0,0
780,-149.55968238947426,65.22340343010285,,,,,,0,0
781,-149.3621263133255,65.14320346972916,,,,,,0,0
782,-149.47624041328655,65.2459594431139,,,,,,0,0
783,-149.14212247279875,65.30223549746489,,,,,,0,0
784,-149.82711609751453,65.92195933594272,,,,,,0,0
785,-149.7254360483215,65.8732193573831,,,,,,0,0
786,-149.33586432381074,65.15342647392316,,,,,,0,0
787,-148.89173958745334,65.4151235336274,,,,,,0,0
789,-148.80371183301278,63.517317672023346,,,,,,0,0
791,-148.51820272878032,63.39341372818491,,,,,,0,0
792,-148.3372386985243,63.35699476122958,,,,,,0,0
793,-148.82839194770267,63.65218165910541,,,,,,0,0
795,-148.88947002353243,63.739646643200025,,,,,,0,0
797,-148.25636267730067,63.330875776651126,,,,,,0,0
798,-148.06680964081414,63.288103811207456,,,,,,0,0
799,-147.7815315976458,63.236741862503386,,,,,,0,0
801,-148.64499989789616,64.7054016228678,,,,,,0,0
802,-148.61243090594186,64.71348662808101,,,,,,0,0
803,-148.1995439804586,64.79124769423032,,,,,,0,0
804,-148.15698198196003,64.79333370138605,,,,,,0,0
805,-148.04234800448617,64.81704171997887,,,,,,0,0
806,-148.0073300307942,64.8443187243181,,,,Inspection/Weigh Station,INSPECTION/WEIGH STATION,0,0
807,-148.0014060322626,64.84604572515714,,,,,,0,0
808,-147.96247003220444,64.8454917319831,,,,,,0,0
809,-147.88347804582958,64.85997074441164,,,,,,0,0
810,-147.8753380427309,64.85723274610955,,,,,,0,0
811,-147.870891010172,64.82263374907988,,,,,,0,0
812,-147.86258601081013,64.82359575062885,,,,,,0,0
813,-147.86830900500874,64.817895749959,,,,,,0,0
814,-147.86427300738782,64.82002875055677,,,,,,0,0
815,-147.86639500775198,64.82090975007601,,,,,,0,0
816,-147.85184801433277,64.82767675208967,,,,,,0,0
817,-147.85197701330588,64.82652475216018,,,,Airport-Cargo Location,CHENA RIVER,0,0
818,-147.84470201865554,64.83200875305754,,,,,,0,0
819,-147.85848003083535,64.84504474995937,,,,,,0,0
820,-147.84209402612942,64.84002575313062,,,,,,0,0
821,-147.85389703017333,64.84371475090325,,,,,,0,0
822,-147.8621900343312,64.84848174895194,,,,,,0,0
823,-147.8690580382589,64.85241474765904,,,,,,0,0
824,-147.87062803915234,64.85312974729892,,,,,,0,0
825,-147.86498103434192,64.8481667485034,,,,,,0,0
826,-147.8624650346908,64.84877574907178,,,,,,0,0
827,-147.8627100349132,64.84904874878772,,,,,,0,0
828,-147.86174103479263,64.84886774894012,,,,,,0,0
829,-147.81262303523084,64.84919175744153,,,,,,0,0
830,-147.51794148695717,63.10499291513004,,,,,,0,0
831,-147.110193426159,63.0343989881617,,,,,,0,0
1027,-154.94080251885413,19.49154746877457,,,,,,0,0
1028,-155.04007951357667,19.632663464794554,,,,,,0,0
1029,-154.8435435211454,19.460384468200537,,,,,,0,0
1031,-155.06076151260123,19.664035464132375,,,,,,0,0
1033,-155.08655051037277,19.726856462014705,,,,,,0,0
1034,-155.0642455116497,19.71176446178374,,,,,,0,0
1035,-155.06424551075136,19.722582461564514,,,,,,0,0
1036,-155.044363511793,19.71474146104332,,,,,,0,0
1037,-155.05404651152932,19.727618460833536,,,,,,0,0
1038,-155.09144951050396,19.73699046128531,,,,,,0,0
1040,-155.0425555112482,19.712847461048366,,,,,,0,0
