STFIP,PLFIP,NAME,ST,LAT,LON,POP,ALAND,AWATER,LSAD,FUNCSTAT,CBSA,ISCUS
36,76584,Vails Gate CDP,NY,41.458923,-74.053247,3368,1.031,0.0,57,S,,true
36,76617,Valatie village,NY,42.41308,-73.677759,1785,1.254,0.012,47,A,,true
36,76639,Valhalla CDP,NY,41.077528,-73.777916,3213,0.83,0.0,57,S,,true
36,76661,Valley Cottage CDP,NY,41.115486,-73.943534,9038,4.398,0.181,57,S,,true
36,76672,Valley Falls village,NY,42.90062,-73.562508,510,0.463,0.025,47,A,,true
36,76705,Valley Stream village,NY,40.664747,-73.704902,40634,3.478,0.017,47,A,,true
36,76881,Van Etten CDP,NY,42.196944,-76.553541,601,1.279,0.002,57,S,,true
36,76969,Varna CDP,NY,42.452575,-76.438209,767,0.713,0.008,57,S,,true
36,76985,Vassar College CDP,NY,41.687075,-73.892305,2472,0.719,0.009,57,S,,true
36,77112,Vernon village,NY,43.079195,-75.538561,1177,0.946,0.003,47,A,,true
36,77167,Verona CDP,NY,43.13675,-75.571694,828,1.878,0.0,57,S,,true
36,77211,Verplanck CDP,NY,41.254253,-73.961153,1535,0.602,0.752,57,S,,true
36,77376,Victor village,NY,42.982086,-77.409829,2744,1.366,0.0,47,A,,true
36,77431,Victory village,NY,43.091857,-73.591758,666,0.525,0.0,47,A,,true
36,77513,Village Green CDP,NY,43.133128,-76.313518,3834,1.154,0.008,57,S,,true
36,77519,Village of the Branch village,NY,40.853368,-73.18223,1735,0.95,0.031,47,A,,true
36,77574,Viola CDP,NY,41.126135,-74.083415,8208,2.765,0.001,57,S,,true
36,77585,Virgil CDP,NY,42.514147,-76.20009,298,0.894,0.0,57,S,,true
36,77684,Voorheesville village,NY,42.653662,-73.934268,2841,2.139,0.005,47,A,,true
36,77728,Waddington village,NY,44.861324,-75.197228,937,2.18,0.187,47,A,,true
36,77772,Wading River CDP,NY,40.95358,-72.814925,7731,9.781,2.734,57,S,,true
36,77783,Wadsworth CDP,NY,42.821447,-77.893875,173,0.512,0.0,57,S,,true
36,77805,Wainscott CDP,NY,40.956325,-72.246589,904,6.732,1.188,57,S,,true
36,77849,Walden village,NY,41.559952,-74.188242,6818,1.968,0.082,47,A,,true
36,77948,Walker Valley CDP,NY,41.642408,-74.370932,1269,3.238,0.01,57,S,,true
36,78003,Wallkill CDP,NY,41.608446,-74.164625,2166,3.067,0.0,57,S,,true
36,78036,Walton village,NY,42.169811,-75.130478,2885,1.542,0.058,47,A,,true
36,78063,Walton Park CDP,NY,41.313967,-74.225079,3907,3.085,0.352,57,S,,true
36,78091,Walworth CDP,NY,43.13963,-77.279239,917,1.466,0.0,57,S,,true
36,78113,Wampsville village,NY,43.077395,-75.711475,573,1.024,0.007,47,A,,true
36,78124,Wanakah CDP,NY,42.743635,-78.902497,3137,1.204,0.0,57,S,,true
36,78146,Wantagh CDP,NY,40.667859,-73.510464,18613,3.83,0.297,57,S,,true
36,78168,Wappingers Falls village,NY,41.598156,-73.916945,6103,1.121,0.079,47,A,,true
36,78289,Warrensburg CDP,NY,43.510915,-73.769833,3045,6.756,0.203,57,S,,true
36,78333,Warsaw village,NY,42.742911,-78.141293,3646,4.106,0.0,47,A,,true
36,78355,Warwick village,NY,41.255244,-74.354722,6652,2.426,0.004,47,A,,true
36,78421,Washington Heights CDP,NY,41.474274,-74.411523,2205,1.471,0.005,57,S,,true
36,78454,Washington Mills CDP,NY,43.047863,-75.280984,1219,0.676,0.0,57,S,,true
36,78465,Washingtonville village,NY,41.428481,-74.158574,5657,2.538,0.014,47,A,,true
36,78476,Wassaic CDP,NY,41.806453,-73.559306,210,0.355,0.0,57,S,,true
36,78487,Watchtower CDP,NY,41.63706,-74.263278,1709,0.777,0.0,57,S,,true
36,78520,Waterford village,NY,42.792068,-73.678827,2038,0.283,0.075,47,A,,true
36,78553,Waterloo village,NY,42.904586,-76.859023,4810,2.157,0.047,47,A,,true
36,78575,Water Mill CDP,NY,40.922393,-72.350704,2506,10.578,2.214,57,S,,true
36,78663,Waterville village,NY,42.930589,-75.380202,1473,1.416,0.0,47,A,,true
36,78674,Watervliet,NY,42.724883,-73.707011,10375,1.342,0.13,25,A,,true
36,78696,Watkins Glen village,NY,42.380549,-76.866987,1863,1.56,0.383,47,A,,true
36,78806,Waverly village,NY,42.012724,-76.540007,4373,2.284,0.027,47,A,,true
36,78850,Wayland village,NY,42.562845,-77.595873,1680,1.13,0.058,47,A,,true
36,78960,Webster village,NY,43.216387,-77.4219,5651,2.203,0.0,47,A,,true
36,78982,Websters Crossing CDP,NY,42.666093,-77.636792,52,0.11,0.0,57,S,,true
36,79015,Weedsport village,NY,43.048124,-76.563607,1788,0.976,0.0,47,A,,true
36,79048,Wells CDP,NY,43.391658,-74.300026,531,7.721,0.624,57,S,,true
36,79070,Wells Bridge CDP,NY,42.371137,-75.243221,279,0.904,0.0,57,S,,true
36,79081,Wellsburg village,NY,42.013311,-76.730034,490,0.568,0.009,47,A,,true
36,79092,Wellsville village,NY,42.120705,-77.94573,4587,2.424,0.0,47,A,,true
36,79174,Wesley Hills village,NY,41.157577,-74.079012,6116,3.353,0.023,47,A,,true
36,79246,West Babylon CDP,NY,40.712417,-73.359727,43213,8.455,0.311,57,S,,true
36,79301,West Bay Shore CDP,NY,40.70167,-73.260107,4625,2.183,3.223,57,S,,true
36,79444,Westbury village,NY,40.75988,-73.589185,15864,2.344,0.0,47,A,,true
36,79499,West Carthage village,NY,43.973623,-75.621561,1780,1.304,0.098,47,A,,true
36,79543,West Chazy CDP,NY,44.817845,-73.511729,558,1.877,0.0,57,S,,true
36,79697,West Danby CDP,NY,42.324518,-76.533405,211,1.358,0.006,57,S,,true
36,79785,West Elmira CDP,NY,42.087725,-76.843282,4850,3.038,0.116,57,S,,true
36,79796,West End CDP,NY,42.476294,-75.092354,1864,3.654,0.074,57,S,,true
36,79895,Westernville CDP,NY,43.305438,-75.385492,144,0.354,0.03,57,S,,true
36,79939,Westfield village,NY,42.321826,-79.574765,2910,3.784,0.0,47,A,,true
36,79961,Westford CDP,NY,42.651208,-74.800457,145,1.645,0.0,57,S,,true
36,80082,West Glens Falls CDP,NY,43.304673,-73.695869,9473,6.641,0.131,57,S,,true
36,80170,Westhampton CDP,NY,40.84676,-72.659901,3621,12.66,2.197,57,S,,true
36,80181,Westhampton Beach village,NY,40.806972,-72.645072,2150,2.931,0.072,47,A,,true
36,80186,West Hampton Dunes village,NY,40.778822,-72.706671,126,0.324,0.085,47,A,,true
36,80203,West Haverstraw village,NY,41.206302,-73.986776,10678,1.522,0.022,47,A,,true
36,80225,West Hempstead CDP,NY,40.695816,-73.650454,19835,2.658,0.07,57,S,,true
36,80258,West Hills CDP,NY,40.819938,-73.433923,5385,4.907,0.0,57,S,,true
36,80291,West Hurley CDP,NY,42.0084,-74.109377,1917,3.787,0.001,57,S,,true
36,80302,West Islip CDP,NY,40.702861,-73.295526,27048,6.094,1.713,57,S,,true
36,80324,West Kill CDP,NY,42.215914,-74.389937,121,1.229,0.0,57,S,,true
36,80423,Westmere CDP,NY,42.688229,-73.873543,7560,3.169,0.01,57,S,,true
36,80522,Westmoreland CDP,NY,43.114984,-75.402596,390,0.715,0.0,57,S,,true
36,80599,West Nyack CDP,NY,41.09114,-73.968833,3649,2.928,0.031,57,S,,true
36,80632,Weston Mills CDP,NY,42.072999,-78.373711,1525,7.049,0.073,57,S,,true
36,80747,West Point CDP,NY,41.360729,-74.019749,7341,18.435,0.901,57,S,,true
36,80764,Westport CDP,NY,44.183105,-73.432645,496,2.363,1.275,57,S,,true
36,80863,West Sand Lake CDP,NY,42.638166,-73.595383,2616,4.769,0.088,57,S,,true
36,80885,West Sayville CDP,NY,40.729739,-73.1052,4872,1.919,0.194,57,S,,true
36,80907,West Seneca CDP,NY,42.837777,-78.751233,45500,21.387,0.055,57,S,,true
36,81127,Westvale CDP,NY,43.039939,-76.217567,5090,1.349,0.0,57,S,,true
36,81138,West Valley CDP,NY,42.402452,-78.606127,452,1.532,0.003,57,S,,true
36,81292,West Winfield village,NY,42.883783,-75.191375,733,0.911,0.0,47,A,,true
36,81419,Wheatley Heights CDP,NY,40.762408,-73.370558,5140,1.318,0.0,57,S,,true
36,81622,Whitehall village,NY,43.546013,-73.433778,2465,5.639,1.152,47,A,,true
36,81644,White Lake CDP,NY,43.542757,-75.148123,121,2.051,0.381,57,S,,true
36,81655,White Lake CDP,NY,41.680767,-74.838377,207,0.886,0.272,57,S,,true
36,81710,Whitesboro village,NY,43.123985,-75.296688,3612,1.05,0.0,47,A,,true
36,81831,Whitney Point village,NY,42.330568,-75.971618,960,1.043,0.07,47,A,,true
36,82029,Williamson CDP,NY,43.223399,-77.18444,2418,3.84,0.004,57,S,,true
36,82084,Williamsville village,NY,42.95825,-78.73952,5423,1.258,0.01,47,A,,true
36,82117,Williston Park village,NY,40.758756,-73.646588,7591,0.626,0.0,47,A,,true
36,82260,Willsboro CDP,NY,44.363503,-73.393164,689,1.912,0.044,57,S,,true
36,82282,Willsboro Point CDP,NY,44.420608,-73.382663,382,2.782,3.61,57,S,,true
36,82304,Wilmington CDP,NY,44.386878,-73.817171,843,8.236,0.104,57,S,,true
36,82359,Wilson village,NY,43.314672,-78.828447,1247,0.813,0.19,47,A,,true
36,82469,Windham CDP,NY,42.314107,-74.248737,371,2.301,0.0,57,S,,true
36,82524,Windsor village,NY,42.077246,-75.640515,907,1.099,0.067,47,A,,true
36,82579,Wingdale CDP,NY,41.635455,-73.56994,1051,2.567,0.031,57,S,,true
36,82612,Winthrop CDP,NY,44.803639,-74.809951,489,2.777,0.023,57,S,,true
36,82656,Witherbee CDP,NY,44.08232,-73.533842,385,0.979,0.0,57,S,,true
36,82678,Wolcott village,NY,43.222785,-76.812133,1556,1.948,0.019,47,A,,true
36,82733,Woodbourne CDP,NY,41.761057,-74.597721,411,0.721,0.0,57,S,,true
36,82744,Woodbury CDP,NY,40.820208,-73.47245,9335,5.008,0.016,57,S,,true
36,82942,Woodmere CDP,NY,40.637358,-73.721186,18669,2.581,0.236,57,S,,true
36,82953,Woodridge village,NY,41.718402,-74.579965,747,1.674,0.102,47,A,,true
36,82986,Woodsburgh village,NY,40.621197,-73.706215,897,0.338,0.044,47,A,,true
36,83041,Woodstock CDP,NY,42.043168,-74.116682,2521,6.844,0.009,57,S,,true
36,83063,Woodsville CDP,NY,42.579024,-77.733838,70,0.317,0.0,57,S,,true
36,83118,Worcester CDP,NY,42.614122,-74.739808,986,8.564,0.046,57,S,,true
36,83272,Wurtsboro village,NY,41.576093,-74.485648,1124,1.249,0.0,47,A,,true
36,83283,Wurtsboro Hills CDP,NY,41.595959,-74.510144,867,1.185,0.003,57,S,,true
36,83294,Wyandanch CDP,NY,40.749143,-73.363525,12990,2.171,0.003,57,S,,true
36,83349,Wynantskill CDP,NY,42.688881,-73.644722,4050,3.419,0.007,57,S,,true
36,83371,Wyoming village,NY,42.824064,-78.084128,377,0.669,0.0,47,A,,true
36,83426,Yaphank CDP,NY,40.83101,-72.93165,5974,13.644,0.123,57,S,,true
36,84000,Yonkers,NY,40.945862,-73.867446,211569,18.006,2.259,25,A,,true
36,84011,York CDP,NY,42.869559,-77.887228,488,2.754,0.0,57,S,,true
36,84044,Yorkshire CDP,NY,42.523364,-78.475525,1176,1.845,0.01,57,S,,true
36,84088,Yorktown Heights CDP,NY,41.270592,-73.774708,1884,0.919,0.003,57,S,,true
36,84099,Yorkville village,NY,43.112448,-75.273964,2657,0.671,0.0,47,A,,true
36,84143,Youngstown village,NY,43.249552,-79.042228,1859,1.081,0.255,47,A,,true
36,84187,Zena CDP,NY,42.023421,-74.085344,1038,3.057,0.034,57,S,,true
37,160,Aberdeen,NC,35.134592,-79.435451,8516,10.147,0.156,43,A,,true
37,440,Advance CDP,NC,35.945834,-80.392174,1499,7.161,0.057,57,S,,true
37,500,Ahoskie,NC,36.284126,-76.990105,4891,4.401,0.0,43,A,,true
37,640,Alamance village,NC,36.027756,-79.48898,988,0.795,0.006,47,A,,true
37,880,Alexis CDP,NC,35.394256,-81.123083,589,1.975,0.005,57,S,,true
37,1000,Alliance,NC,35.143508,-76.808461,733,2.086,0.0,43,A,,true
37,1140,Altamahaw CDP,NC,36.193878,-79.506646,334,1.357,0.031,57,S,,true
37,1380,Andrews,NC,35.199366,-83.825814,1667,1.721,0.0,43,A,,true
37,1400,Angier,NC,35.511895,-78.73995,5265,3.199,0.034,43,A,,true
37,1420,Ansonville,NC,35.104182,-80.109692,440,1.471,0.0,43,A,,true
37,1520,Apex,NC,35.723799,-78.872641,58780,21.986,0.085,43,A,,true
37,1560,Aquadale CDP,NC,35.224393,-80.22351,348,3.255,0.0,57,S,,true
37,1640,Arapahoe,NC,35.021463,-76.825957,416,2.171,0.0,43,A,,true
37,1720,Archdale,NC,35.904718,-79.95977,11907,8.834,0.022,25,A,,true
37,1760,Archer Lodge,NC,35.682342,-78.370374,4797,9.067,0.016,43,A,,true
37,1972,Arrowhead Beach CDP,NC,36.227142,-76.702896,640,0.612,0.265,57,S,,true
37,2080,Asheboro,NC,35.715281,-79.812977,27156,18.893,0.095,25,A,,true
37,2240,Ashley Heights CDP,NC,35.089953,-79.373917,301,2.236,0.0,57,S,,true
37,2320,Askewville,NC,36.111588,-76.941232,184,0.592,0.0,43,A,,true
37,2460,Atkinson,NC,34.527458,-78.169709,296,0.99,0.0,43,A,,true
37,2480,Atlantic CDP,NC,34.881343,-76.343257,468,0.92,0.019,57,S,,true
37,2500,Atlantic Beach,NC,34.701592,-76.740877,1364,2.339,0.282,43,A,,true
37,2580,Aulander,NC,36.228009,-77.113599,763,1.477,0.0,43,A,,true
37,2620,Aurora,NC,35.302854,-76.789325,455,0.928,0.099,43,A,,true
37,2700,Autryville,NC,34.99648,-78.641187,167,0.522,0.0,43,A,,true
37,2760,Avery Creek CDP,NC,35.465081,-82.571847,2241,1.732,0.0,57,S,,true
37,2780,Avon CDP,NC,35.336654,-75.512063,832,2.271,0.088,57,S,,true
37,2840,Ayden,NC,35.469351,-77.416641,4977,3.814,0.0,43,A,,true
37,2960,Badin,NC,35.407153,-80.118341,2024,1.813,0.0,43,A,,true
37,3020,Bailey,NC,35.780614,-78.112924,568,0.702,0.0,43,A,,true
37,3100,Bakersville,NC,36.01535,-82.158224,450,0.76,0.0,43,A,,true
37,3150,Bald Head Island village,NC,33.866343,-77.980854,268,3.914,1.946,47,A,,true
37,3220,Balfour CDP,NC,35.352644,-82.48875,1335,1.623,0.001,57,S,,true
37,3500,Banner Elk,NC,36.158699,-81.867556,1049,1.92,0.0,43,A,,true
37,3640,Barker Heights CDP,NC,35.308443,-82.441175,1249,0.993,0.001,57,S,,true
37,3665,Barker Ten Mile CDP,NC,34.682523,-78.988846,937,2.276,0.0,57,S,,true
37,3720,Barnardsville CDP,NC,35.781918,-82.455536,559,3.529,0.0,57,S,,true
37,3840,Bath,NC,35.471227,-76.81108,245,0.357,0.559,43,A,,true
37,3960,Bayboro,NC,35.149273,-76.769351,1161,1.853,0.005,43,A,,true
37,4015,Bayshore CDP,NC,34.288667,-77.803796,3833,2.355,0.058,57,S,,true
37,4040,Bayview CDP,NC,35.441819,-76.793428,298,1.055,0.0,57,S,,true
37,4180,Bear Grass,NC,35.76642,-77.128885,89,0.254,0.0,43,A,,true
37,4260,Beaufort,NC,34.722711,-76.651174,4464,5.066,2.753,43,A,,true
37,4510,Beech Mountain,NC,36.210394,-81.886989,675,6.481,0.013,43,A,,true
37,4640,Belhaven,NC,35.542961,-76.623111,1410,1.59,0.498,43,A,,true
37,4680,Bell Arthur CDP,NC,35.591176,-77.512705,477,1.862,0.0,57,S,,true
37,4840,Belmont,NC,35.221284,-81.041089,15010,12.159,0.03,25,A,,true
37,4950,Belville,NC,34.216748,-77.9988,2406,1.704,0.283,43,A,,true
37,4955,Belvoir CDP,NC,35.711075,-77.469931,315,1.976,0.0,57,S,,true
37,4960,Belwood,NC,35.484345,-81.527441,857,12.298,0.006,43,A,,true
37,5020,Bennett CDP,NC,35.57528,-79.534612,284,3.198,0.016,57,S,,true
37,5040,Benson,NC,35.387089,-78.540866,3967,2.805,0.005,43,A,,true
37,5049,Bent Creek CDP,NC,35.511109,-82.616987,1402,2.21,0.008,57,S,,true
37,5135,Bermuda Run,NC,36.004278,-80.42907,3120,2.495,0.07,43,A,,true
37,5220,Bessemer City,NC,35.284332,-81.282885,5428,5.225,0.038,25,A,,true
37,5340,Bethania,NC,36.179802,-80.334858,344,0.679,0.005,43,A,,true
37,5460,Bethel,NC,35.807223,-77.37625,1373,1.052,0.0,43,A,,true
37,5530,Bethlehem CDP,NC,35.817531,-81.300757,4491,7.625,1.256,57,S,,true
37,5660,Beulaville,NC,34.922782,-77.771315,1116,1.544,0.001,43,A,,true
37,5880,Biltmore Forest,NC,35.534945,-82.537941,1409,2.91,0.002,43,A,,true
37,6000,Biscoe,NC,35.358519,-79.781516,1848,2.694,0.0,43,A,,true
37,6080,Black Creek,NC,35.63683,-77.932613,692,0.709,0.002,43,A,,true
37,6140,Black Mountain,NC,35.614963,-82.327856,8426,6.712,0.016,43,A,,true
37,6240,Bladenboro,NC,34.54087,-78.79466,1648,2.215,0.0,43,A,,true
37,6500,Blowing Rock,NC,36.129182,-81.666326,1376,3.241,0.044,43,A,,true
37,6510,Blue Clay Farms CDP,NC,34.298725,-77.891303,168,2.439,0.016,57,S,,true
37,6660,Boardman,NC,34.430143,-78.942602,166,3.088,0.022,43,A,,true
37,6740,Bogue,NC,34.691677,-77.028471,695,2.746,0.021,43,A,,true
37,6760,Boiling Spring Lakes,NC,34.043913,-78.074891,5943,24.093,0.691,25,A,,true
37,6800,Boiling Springs,NC,35.252053,-81.663595,4615,4.481,0.0,43,A,,true
37,6820,Bolivia,NC,34.069925,-78.147365,149,0.636,0.0,43,A,,true
37,6860,Bolton,NC,34.317425,-78.397685,519,3.602,0.0,43,A,,true
37,6980,Bonnetsville CDP,NC,35.005679,-78.401857,318,3.306,0.006,57,S,,true
37,7140,Boonville,NC,36.233965,-80.709317,1185,1.199,0.0,43,A,,true
37,7220,Bostic,NC,35.362456,-81.835988,355,0.933,0.0,43,A,,true
37,7340,Bowdens CDP,NC,35.061866,-78.108367,196,1.36,0.046,57,S,,true
37,7400,Bowmore CDP,NC,34.935847,-79.299959,76,3.315,0.0,57,S,,true
37,7588,Brandywine Bay CDP,NC,34.740379,-76.83002,1153,0.806,0.019,57,S,,true
37,7748,Briar Chapel CDP,NC,35.824161,-79.116832,5108,2.09,0.0,57,S,,true
37,7765,Brices Creek CDP,NC,35.036957,-77.081921,3542,7.85,0.498,57,S,,true
37,7860,Bridgeton,NC,35.127835,-77.012553,349,2.047,0.004,43,A,,true
37,8040,Broad Creek CDP,NC,34.73411,-76.919025,1968,3.107,0.01,57,S,,true
37,8080,Broadway,NC,35.45729,-79.057165,1267,1.294,0.034,43,A,,true
37,8110,Brogden CDP,NC,35.295581,-78.029375,2510,2.216,0.039,57,S,,true
37,8140,Brookford,NC,35.703143,-81.344474,442,0.638,0.019,43,A,,true
37,8420,Brunswick,NC,34.290797,-78.70479,973,0.599,0.0,43,A,,true
37,8480,Bryson City,NC,35.42661,-83.447265,1558,2.184,0.109,43,A,,true
37,8760,Buies Creek CDP,NC,35.40785,-78.743178,3253,3.025,0.059,57,S,,true
37,8860,Bunn,NC,35.959059,-78.251893,327,0.54,0.0,43,A,,true
37,8880,Bunnlevel CDP,NC,35.306505,-78.759121,516,7.559,0.033,57,S,,true
37,8960,Burgaw,NC,34.551466,-77.923012,3088,4.739,0.011,43,A,,true
37,9140,Burnsville,NC,35.916312,-82.297697,1614,1.6,0.0,43,A,,true
37,9360,Butner,NC,36.134328,-78.740676,8397,14.026,0.025,43,A,,true
37,9380,Butters CDP,NC,34.566514,-78.851126,250,1.477,0.009,57,S,,true
37,9400,Buxton CDP,NC,35.253294,-75.538313,1181,7.843,0.953,57,S,,true
37,9530,Cajah's Mountain,NC,35.850711,-81.536187,2722,3.389,0.0,43,A,,true
37,9540,Calabash,NC,33.892563,-78.557291,2011,4.401,0.341,43,A,,true
37,9760,Calypso,NC,35.154609,-78.104411,327,1.001,0.002,43,A,,true
37,9780,Camden CDP,NC,36.325193,-76.169189,620,1.579,0.008,57,S,,true
37,9800,Cameron,NC,35.325872,-79.254178,244,1.212,0.0,43,A,,true
37,10120,Candor,NC,35.296389,-79.732521,813,2.025,0.0,43,A,,true
37,10240,Canton,NC,35.53888,-82.848575,4422,3.721,0.0,43,A,,true
37,10260,Cape Carteret,NC,34.69432,-77.060196,2224,2.524,0.089,43,A,,true
37,10264,Cape Colony CDP,NC,36.019624,-76.582774,691,1.01,0.344,57,S,,true
37,10460,Caroleen CDP,NC,35.281094,-81.791373,560,1.107,0.0,57,S,,true
37,10500,Carolina Beach,NC,34.041874,-77.899788,6564,2.452,0.286,43,A,,true
37,10532,Carolina Meadows CDP,NC,35.859725,-79.017884,727,0.394,0.0,57,S,,true
37,10550,Carolina Shores,NC,33.907949,-78.57311,4588,2.685,0.007,43,A,,true
37,10620,Carrboro,NC,35.92623,-79.086995,21295,6.475,0.031,43,A,,true
37,10680,Carthage,NC,35.322266,-79.410927,2775,6.646,0.038,43,A,,true
37,10760,Casar,NC,35.512708,-81.616844,305,1.75,0.0,43,A,,true
37,10800,Cashiers CDP,NC,35.107936,-83.098001,657,4.099,0.031,57,S,,true
37,10860,Castalia,NC,36.082279,-78.057597,264,0.753,0.0,43,A,,true
37,10880,Castle Hayne CDP,NC,34.35551,-77.909889,1243,4.764,0.39,57,S,,true
37,10960,Caswell Beach,NC,33.905869,-78.048656,395,2.969,1.132,43,A,,true
37,10980,Catawba,NC,35.70961,-81.066894,702,4.433,0.069,43,A,,true
37,11340,Cedar Point,NC,34.685756,-77.081521,1764,2.224,0.07,43,A,,true
37,11352,Cedar Rock village,NC,35.943458,-81.458373,301,1.141,0.0,47,A,,true
37,11560,Centerville CDP,NC,36.188019,-78.114439,149,1.628,0.023,57,S,,true
37,11620,Cerro Gordo,NC,34.322567,-78.928722,131,0.79,0.0,43,A,,true
37,11640,Chadbourn,NC,34.325165,-78.82499,1574,2.601,0.0,43,A,,true
37,12140,Cherokee CDP,NC,35.485954,-83.301093,2195,12.071,0.0,57,S,,true
37,12186,Cherry Branch CDP,NC,34.934316,-76.811196,1211,1.148,0.509,57,S,,true
37,12340,Cherryville,NC,35.384566,-81.378942,6078,5.52,0.012,25,A,,true
37,12460,Chimney Rock Village village,NC,35.450979,-82.255159,140,3.357,0.004,47,A,,true
37,12480,China Grove,NC,35.571966,-80.579058,4434,3.574,0.0,43,A,,true
37,12520,Chinquapin CDP,NC,34.829229,-77.824596,86,1.39,0.0,57,S,,true
37,12580,Chocowinity,NC,35.514716,-77.101669,722,1.007,0.0,43,A,,true
37,12590,Chowan Beach CDP,NC,36.213926,-76.712414,385,0.158,0.039,57,S,,true
37,12720,Claremont,NC,35.709438,-81.154724,1692,2.849,0.001,25,A,,true
37,12780,Clarkton,NC,34.488647,-78.655849,614,1.246,0.007,43,A,,true
37,12860,Clayton,NC,35.652449,-78.448539,26307,15.244,0.023,43,A,,true
37,12960,Clemmons village,NC,36.033223,-80.386699,21163,11.889,0.203,47,A,,true
37,13000,Cleveland,NC,35.733065,-80.681679,846,1.535,0.0,43,A,,true
37,13100,Cliffside CDP,NC,35.248003,-81.765287,530,2.327,0.0,57,S,,true
37,13240,Clinton,NC,35.00043,-78.33154,8383,7.63,0.033,25,A,,true
37,13280,Clyde,NC,35.533077,-82.910807,1368,0.868,0.0,43,A,,true
37,13360,Coats,NC,35.406929,-78.668429,2155,1.413,0.0,43,A,,true
37,13460,Cofield village,NC,36.356689,-76.910517,267,3.141,0.0,47,A,,true
37,13500,Coinjock CDP,NC,36.350964,-75.952011,337,0.84,0.031,57,S,,true
37,13560,Colerain,NC,36.201573,-76.7664,217,0.263,0.0,43,A,,true
37,13940,Columbia,NC,35.923406,-76.24048,610,1.215,0.017,43,A,,true
37,13980,Columbus,NC,35.251165,-82.209786,1060,3.757,0.011,43,A,,true
37,14060,Como,NC,36.498273,-76.999618,67,3.145,0.01,43,A,,true
37,14200,Conetoe,NC,35.817627,-77.457132,198,0.36,0.0,43,A,,true
37,14280,Connelly Springs,NC,35.754991,-81.497047,1529,4.99,0.0,43,A,,true
37,14340,Conover,NC,35.715216,-81.216825,8421,11.171,0.031,25,A,,true
37,14400,Conway,NC,36.438869,-77.2287,752,1.824,0.001,43,A,,true
37,14460,Cooleemee,NC,35.811245,-80.556923,940,0.752,0.019,43,A,,true
37,14600,Cordova CDP,NC,34.914723,-79.815778,1653,2.131,0.021,57,S,,true
37,14700,Cornelius,NC,35.473234,-80.881329,31412,12.636,0.463,43,A,,true
37,15020,Cove City,NC,35.188968,-77.320524,378,0.638,0.0,43,A,,true
37,15040,Cove Creek CDP,NC,36.287392,-81.786373,1068,8.54,0.004,57,S,,true
37,15260,Cramerton,NC,35.235374,-81.074263,5296,3.857,0.299,43,A,,true
37,15320,Creedmoor,NC,36.125026,-78.677955,4866,5.346,0.243,25,A,,true
37,15420,Creswell,NC,35.871421,-76.399127,207,0.566,0.0,43,A,,true
37,15440,Cricket CDP,NC,36.168844,-81.193401,1966,3.537,0.0,57,S,,true
37,15580,Crossnore,NC,36.022198,-81.930841,143,0.448,0.0,43,A,,true
37,15640,Crouse CDP,NC,35.424107,-81.30123,322,1.135,0.0,57,S,,true
37,15880,Cullowhee CDP,NC,35.309726,-83.181548,7682,3.808,0.0,57,S,,true
37,16084,Cypress Landing CDP,NC,35.497573,-77.054678,1257,2.355,0.335,57,S,,true
37,16180,Dallas,NC,35.317935,-81.183183,5927,2.938,0.001,43,A,,true
37,16220,Dana CDP,NC,35.320602,-82.361094,3683,8.905,0.023,57,S,,true
37,16240,Danbury,NC,36.41098,-80.211747,189,0.75,0.004,43,A,,true
37,16400,Davidson,NC,35.480656,-80.820914,15106,6.295,0.252,43,A,,true
37,16480,Davis CDP,NC,34.790939,-76.468564,311,2.182,0.015,57,S,,true
37,16720,Deep Run CDP,NC,35.141429,-77.716192,572,2.838,0.0,57,S,,true
37,16730,Deercroft CDP,NC,34.957125,-79.433091,414,1.291,0.062,57,S,,true
37,16780,Delco CDP,NC,34.318818,-78.226661,287,1.508,0.0,57,S,,true
37,16820,Dellview,NC,35.386552,-81.412707,6,0.113,0.0,43,I,,true
37,16860,Delway CDP,NC,34.81902,-78.215334,150,9.611,0.012,57,S,,true
37,16980,Denton,NC,35.637992,-80.110205,1494,2.103,0.006,43,A,,true
37,17000,Denver CDP,NC,35.545552,-81.044706,2697,5.927,0.008,57,S,,true
37,17180,Dillsboro,NC,35.370606,-83.25262,213,0.478,0.0,43,A,,true
37,17325,Dobbins Heights,NC,34.90688,-79.6933,687,0.883,0.0,43,A,,true
37,17340,Dobson,NC,36.392641,-80.723739,1462,2.031,0.013,43,A,,true
37,17520,Dortches,NC,36.011422,-77.857229,1082,8.089,0.0,43,A,,true
37,17660,Dover,NC,35.215477,-77.433779,349,0.96,0.0,43,A,,true
37,17860,Drexel,NC,35.756843,-81.608757,1760,1.382,0.0,43,A,,true
37,18040,Dublin,NC,34.656249,-78.723094,267,0.435,0.0,43,A,,true
37,18060,Duck,NC,36.185219,-75.754772,742,2.416,1.302,43,A,,true
37,18080,Dudley CDP,NC,35.265187,-78.040487,826,2.76,0.003,57,S,,true
37,18300,Dundarrach CDP,NC,34.924666,-79.157461,34,1.316,0.0,57,S,,true
37,18320,Dunn,NC,35.311635,-78.612962,8446,6.87,0.008,25,A,,true
37,19140,Earl,NC,35.195424,-81.53401,198,0.861,0.0,43,A,,true
37,19300,East Arcadia,NC,34.381603,-78.323186,418,2.246,0.0,43,A,,true
