STFIP,PLFIP,NAME,ST,LAT,LON,POP,ALAND,AWATER,LSAD,FUNCSTAT,CBSA,ISCUS
13,49008,Macon-Bibb County,GA,32.808845,-83.694194,157346,249.383,5.523,00,A,31420,true
13,49756,Marietta,GA,33.953561,-84.542463,60972,23.433,0.077,25,A,12060,true
13,51492,Milledgeville,GA,33.087945,-83.240613,17070,20.322,0.161,25,A,33300,true
13,53060,Moultrie,GA,31.17943,-83.790786,14638,16.67,0.164,25,A,34220,true
13,66668,Rome,GA,34.266133,-85.186052,37713,31.678,0.769,25,A,40660,true
13,67284,Roswell,GA,34.039453,-84.350946,92833,40.719,1.277,25,A,12060,true
13,68040,St. Simons CDP,GA,31.180149,-81.385377,14982,16.483,1.023,57,S,15260,true
13,68516,Sandy Springs,GA,33.931502,-84.368889,108080,37.658,0.865,25,A,12060,true
13,69000,Savannah,GA,32.002499,-81.153586,147780,106.846,4.761,25,A,42340,true
13,73256,Statesboro,GA,32.437726,-81.775637,33438,14.981,0.311,25,A,44340,true
13,74376,Summerville,GA,34.478751,-85.349072,4435,4.014,0.0,25,A,44900,true
13,76168,Thomaston,GA,32.891673,-84.326691,9816,9.539,0.205,25,A,45580,true
13,76224,Thomasville,GA,30.839422,-83.978781,18881,15.013,0.133,25,A,45620,true
13,76476,Tifton,GA,31.462099,-83.520499,17045,12.718,0.191,25,A,45700,true
13,76756,Toccoa,GA,34.582081,-83.327169,9133,9.16,0.067,25,A,45740,true
13,78800,Valdosta,GA,30.850126,-83.278833,55378,35.986,0.443,25,A,46660,true
13,79388,Vidalia,GA,32.212079,-82.402187,10785,17.889,0.371,25,A,47080,true
13,80508,Warner Robins,GA,32.597096,-83.653936,80308,37.779,0.322,25,A,47580,true
13,80956,Waycross,GA,31.211006,-82.357658,13942,11.866,0.091,25,A,48180,true
15,14650,Hilo CDP,HI,19.688748,-155.082892,44186,53.624,5.996,57,S,25900,false
15,22700,Kahului CDP,HI,20.868471,-156.465616,28219,14.386,1.645,57,S,27980,false
15,23000,Kailua CDP,HI,19.645581,-155.997749,19713,13.797,5.396,57,S,25900,false
15,28850,Kapaa CDP,HI,22.088223,-159.35192,11652,10.032,0.333,57,S,28180,false
15,71550,Urban Honolulu CDP,HI,21.324347,-157.84764,350964,60.544,7.91,57,S,46520,false
15,77450,Wailuku CDP,HI,20.885467,-156.503627,17697,5.265,0.408,57,S,27980,false
16,7840,Blackfoot,ID,43.194228,-112.34469,12346,5.924,0.285,25,A,13940,true
16,8830,Boise City,ID,43.600233,-116.2298,235684,84.033,0.965,25,A,14260,true
16,11260,Burley,ID,42.537435,-113.792602,11704,6.397,0.33,25,A,15420,true
16,16750,Coeur d'Alene,ID,47.703498,-116.793861,54628,16.103,0.764,25,A,17660,true
16,34390,Hailey,ID,43.512674,-114.299499,9161,3.932,0.003,25,A,25200,true
16,39700,Idaho Falls,ID,43.487517,-112.035712,64818,24.002,0.555,25,A,26820,true
16,46540,Lewiston,ID,46.39313,-116.993472,34203,17.323,0.805,25,A,30300,true
16,54550,Moscow,ID,46.730609,-116.998909,25435,6.909,0.003,25,A,34140,true
16,54730,Mountain Home,ID,43.131833,-115.696716,15979,6.062,0.29,25,A,34300,true
16,64090,Pocatello,ID,42.872223,-112.464524,56320,33.362,0.158,25,A,38540,true
16,67420,Rexburg,ID,43.822893,-111.790988,39409,10.048,0.088,25,A,39940,true
16,72100,Sandpoint,ID,48.281694,-116.560013,8639,4.277,0.28,25,A,41760,true
16,82810,Twin Falls,ID,42.564089,-114.461214,51807,19.355,0.114,25,A,46300,true
17,6613,Bloomington,IL,40.475777,-88.969912,78680,27.129,0.124,25,A,14010,true
17,7133,Bolingbrook village,IL,41.688062,-88.100965,73922,24.845,0.207,47,A,16980,true
17,11007,Canton,IL,40.564245,-90.040728,13242,7.858,0.157,25,A,15900,true
17,11163,Carbondale,IL,37.722062,-89.223664,21857,17.397,0.435,25,A,16060,true
17,12164,Centralia,IL,38.522066,-89.123533,12182,8.2,1.033,25,A,16460,true
17,12385,Champaign,IL,40.114099,-88.274619,88302,22.928,0.145,25,A,16580,true
17,12567,Charleston,IL,39.48375,-88.177916,17286,8.884,0.702,25,A,16660,true
17,14000,Chicago,IL,41.837045,-87.684939,2746388,227.73,6.804,25,A,16980,true
17,18563,Danville,IL,40.142628,-87.610707,29204,17.856,0.132,25,A,19180,true
17,18823,Decatur,IL,39.855983,-88.933746,70522,42.894,4.684,25,A,19500,true
17,19642,Des Plaines,IL,42.034398,-87.901136,60675,14.238,0.146,25,A,16980,true
17,20162,Dixon,IL,41.844456,-89.479044,15274,7.752,0.414,25,A,19940,true
17,20591,Downers Grove village,IL,41.79503,-88.021055,50247,14.643,0.149,47,A,16980,true
17,22736,Effingham,IL,39.120662,-88.550859,12252,10.309,0.07,25,A,20820,true
17,23074,Elgin,IL,42.038963,-88.325671,114797,38.027,0.573,25,A,16980,true
17,24582,Evanston,IL,42.046391,-87.694352,78110,7.779,0.022,25,A,16980,true
17,27884,Freeport,IL,42.289011,-89.634265,23973,11.881,0.008,25,A,23300,true
17,28326,Galesburg,IL,40.950217,-90.376564,30052,17.743,0.178,25,A,23660,true
17,34358,Herrin,IL,37.798389,-89.03065,12352,9.673,0.245,25,A,32060,true
17,38115,Jacksonville,IL,39.729151,-90.232201,17616,10.563,0.197,25,A,27300,true
17,38934,Kankakee,IL,41.101654,-87.86369,24052,15.057,0.478,25,A,28100,true
17,43536,Lincoln,IL,40.150678,-89.370273,13288,6.247,0.004,25,A,30660,true
17,45889,Macomb,IL,40.470149,-90.683114,15051,10.57,0.431,25,A,31380,true
17,46916,Marion,IL,37.734445,-88.941164,16855,14.392,0.216,25,A,32060,true
17,47553,Mattoon,IL,39.477833,-88.362225,16870,10.314,0.004,25,A,16660,true
17,49867,Moline,IL,41.482333,-90.493407,42985,16.753,0.168,25,A,19340,true
17,51180,Mount Vernon,IL,38.314205,-88.91747,14600,14.583,0.079,25,A,34500,true
17,51622,Naperville,IL,41.749173,-88.162019,149540,39.077,0.586,25,A,16980,true
17,56926,Ottawa,IL,41.353957,-88.823287,18840,14.657,0.859,25,A,36837,true
17,59000,Peoria,IL,40.751641,-89.617198,113150,47.965,2.4,25,A,37900,true
17,61015,Pontiac,IL,40.889253,-88.641399,11150,8.382,0.251,25,A,38700,true
17,62367,Quincy,IL,39.933675,-91.379304,39463,15.765,0.042,25,A,39500,true
17,64746,Rochelle,IL,41.919778,-89.062264,9446,13.296,0.019,25,A,40300,true
17,65000,Rockford,IL,42.2593,-89.063478,148655,64.544,1.015,25,A,40420,true
17,65078,Rock Island,IL,41.470163,-90.583113,37108,16.872,0.203,25,A,19340,true
17,68003,Schaumburg village,IL,42.0289,-88.083773,78723,19.293,0.111,47,A,16980,true
17,70122,Skokie village,IL,42.03597,-87.739994,67824,10.064,0.0,47,A,16980,true
17,72000,Springfield,IL,39.791063,-89.644572,114394,61.138,6.301,25,A,44100,true
17,72546,Sterling,IL,41.799668,-89.69515,14764,5.791,0.218,25,A,44580,true
17,74574,Taylorville,IL,39.562729,-89.308259,10506,10.315,1.91,25,A,45380,true
17,77005,Urbana,IL,40.110126,-88.197323,38336,11.83,0.072,25,A,16580,true
18,1468,Anderson,IN,40.089766,-85.689449,54788,41.598,0.111,25,A,26900,true
18,1666,Angola,IN,41.64109,-85.010973,9340,6.492,0.047,25,A,11420,true
18,2674,Auburn,IN,41.366637,-85.055926,13412,7.675,0.0,25,A,12140,true
18,4114,Bedford,IN,38.860167,-86.489503,13792,12.21,0.0,25,A,13260,true
18,5860,Bloomington,IN,39.1637,-86.524264,79168,23.233,0.184,25,A,14020,true
18,10342,Carmel,IN,39.965479,-86.148369,99757,49.086,1.082,25,A,26900,true
18,14734,Columbus,IN,39.20894,-85.918096,50474,28.1,0.339,25,A,18020,true
18,14932,Connersville,IN,39.658023,-85.141747,13324,7.682,0.015,25,A,18220,true
18,15742,Crawfordsville,IN,40.042815,-86.897574,16306,9.686,0.0,25,A,18820,true
18,17074,Decatur,IN,40.828854,-84.927813,9913,6.1,0.006,25,A,19540,true
18,20728,Elkhart,IN,41.691543,-85.962248,53923,27.491,0.964,25,A,21140,true
18,22000,Evansville,IN,37.987737,-87.534705,117298,47.355,0.494,25,A,21780,true
18,25000,Fort Wayne,IN,41.089132,-85.1439,263886,110.744,0.217,25,A,23060,true
18,25324,Frankfort,IN,40.281025,-86.521254,16715,8.055,0.0,25,A,23140,true
18,28386,Goshen,IN,41.574921,-85.830793,34517,17.575,0.379,25,A,21140,true
18,29358,Greencastle,IN,39.641841,-86.846339,9820,5.238,0.051,25,A,24600,true
18,29718,Greensburg,IN,39.351019,-85.501189,12312,9.362,0.045,25,A,24700,true
18,29898,Greenwood,IN,39.60299,-86.108505,63830,27.907,0.001,25,A,26900,true
18,35302,Huntington,IN,40.880825,-85.505497,17022,9.297,0.139,25,A,26540,true
18,36003,Indianapolis (balance),IN,39.776664,-86.145935,887642,361.639,6.295,00,F,26900,true
18,37782,Jasper,IN,38.393152,-86.940575,16703,13.251,0.09,25,A,27540,true
18,39402,Kendallville,IN,41.444491,-85.257919,10271,6.061,0.224,25,A,28340,true
18,40392,Kokomo,IN,40.464011,-86.127349,59604,36.678,0.111,25,A,29020,true
18,40788,Lafayette,IN,40.39941,-86.862806,70783,29.378,0.125,25,A,29200,true
18,42246,La Porte,IN,41.606978,-86.713639,22471,11.922,0.76,25,A,33140,true
18,44658,Logansport,IN,40.748067,-86.354722,18366,10.494,0.226,25,A,30900,true
18,45990,Madison,IN,38.758829,-85.397135,12357,8.633,0.287,25,A,31500,true
18,46908,Marion,IN,40.549986,-85.66042,28310,15.68,0.08,25,A,31980,true
18,48798,Michigan City,IN,41.708776,-86.866875,32075,20.407,0.185,25,A,33140,true
18,49932,Mishawaka,IN,41.676606,-86.165356,51063,17.874,0.349,25,A,43780,true
18,50760,Monticello,IN,40.745231,-86.767256,5508,3.466,0.212,25,A,33900,true
18,51876,Muncie,IN,40.198826,-85.395059,65194,27.404,0.197,25,A,34620,true
18,52740,New Castle,IN,39.919835,-85.370064,17396,7.324,0.021,25,A,35220,true
18,59328,Peru,IN,40.7592,-86.076004,11073,5.511,0.141,25,A,37940,true
18,60822,Plymouth,IN,41.349424,-86.319434,10214,7.571,0.05,25,A,38500,true
18,64260,Richmond,IN,39.832086,-84.890917,35720,24.005,0.151,25,A,39980,true
18,68832,Seymour,IN,38.947516,-85.891285,21569,12.132,0.005,25,A,42980,true
18,71000,South Bend,IN,41.676643,-86.268809,103453,41.976,0.426,25,A,43780,true
18,75428,Terre Haute,IN,39.468645,-87.37255,58389,34.224,0.39,25,A,45460,true
18,79208,Vincennes,IN,38.676102,-87.511119,16759,7.41,0.069,25,A,47180,true
18,79370,Wabash,IN,40.802752,-85.829174,10440,9.636,0.238,25,A,47340,true
18,80306,Warsaw,IN,41.246053,-85.848476,15804,13.398,1.357,25,A,47700,true
18,80504,Washington,IN,38.658226,-87.160361,12017,6.629,0.042,25,A,47780,true
18,82862,West Lafayette,IN,40.443707,-86.923616,44595,13.583,0.23,25,A,29200,true
19,1855,Ames,IA,42.025281,-93.621087,66427,27.592,0.345,25,A,11180,true
19,9550,Burlington,IA,40.807102,-91.123676,23982,14.414,0.764,25,A,15460,true
19,11080,Carroll,IA,42.069835,-94.864639,10321,5.739,0.0,25,A,16140,true
19,11755,Cedar Falls,IA,42.519524,-92.454001,40713,29.043,0.852,25,A,47940,true
19,12000,Cedar Rapids,IA,41.96624,-91.677932,137710,72.103,1.185,25,A,16300,true
19,14430,Clinton,IA,41.842365,-90.242816,24469,35.6,2.864,25,A,17540,true
19,19000,Davenport,IA,41.55682,-90.603948,101724,63.795,2.124,25,A,19340,true
19,21000,Des Moines,IA,41.57259,-93.610243,214133,88.178,2.466,25,A,19780,true
19,22395,Dubuque,IA,42.498901,-90.707258,59667,30.908,1.085,25,A,20220,true
19,28515,Fort Dodge,IA,42.509863,-94.175675,24871,16.008,0.265,25,A,22700,true
19,28605,Fort Madison,IA,40.620781,-91.34947,10270,9.644,3.597,25,A,22800,true
19,38595,Iowa City,IA,41.655661,-91.530859,74828,25.597,0.539,25,A,26980,true
19,44400,Le Mars,IA,42.781514,-96.173311,10571,8.537,0.009,25,A,30180,true
19,49755,Marshalltown,IA,42.0343,-92.906266,27591,19.194,0.026,25,A,32260,true
19,50160,Mason City,IA,43.148585,-93.19984,27338,27.856,0.301,25,A,32380,true
19,55110,Muscatine,IA,41.419058,-91.067946,23797,18.181,1.057,25,A,34700,true
19,59925,Oskaloosa,IA,41.292209,-92.640854,11558,8.021,0.015,25,A,36820,true
19,60465,Ottumwa,IA,41.022251,-92.423263,25529,16.061,0.666,25,A,36900,true
19,62040,Pella,IA,41.404725,-92.919219,10464,9.182,0.002,25,A,37800,true
19,73335,Sioux City,IA,42.495668,-96.390525,85797,58.46,1.165,25,A,43580,true
19,74280,Spencer,IA,43.147025,-95.152691,11325,10.947,0.161,25,A,43980,true
19,74415,Spirit Lake,IA,43.416659,-95.113071,5439,4.478,0.019,25,A,44020,true
19,75630,Storm Lake,IA,42.643095,-95.19603,11269,5.376,0.0,25,A,44740,true
19,82425,Waterloo,IA,42.492327,-92.351947,67314,61.595,1.839,25,A,47940,true
19,83910,West Des Moines,IA,41.549937,-93.781351,68723,47.221,0.979,25,A,19780,true
20,2300,Arkansas City,KS,37.072499,-97.038436,11974,9.317,0.019,25,A,11680,true
20,2900,Atchison,KS,39.562552,-95.136611,10885,8.013,0.455,25,A,11860,true
20,18250,Dodge City,KS,37.760677,-100.018438,27788,14.716,0.105,25,A,19980,true
20,21275,Emporia,KS,38.402869,-96.192906,24139,12.132,0.114,25,A,21380,true
20,25325,Garden City,KS,37.977022,-100.851659,28151,10.91,0.023,25,A,23780,true
20,28300,Great Bend,KS,38.359792,-98.799514,14733,10.498,0.134,25,A,24460,true
20,31100,Hays,KS,38.882227,-99.322225,21116,8.643,0.0,25,A,25700,true
20,33625,Hutchinson,KS,38.067291,-97.90952,40006,24.579,0.052,25,A,26740,true
20,36000,Kansas City,KS,39.122539,-94.741781,156607,124.737,3.567,25,A,28140,true
20,38900,Lawrence,KS,38.960029,-95.26293,94934,34.152,0.827,25,A,29940,true
20,39350,Lenexa,KS,38.965268,-94.803937,57434,34.072,0.322,25,A,28140,true
20,39825,Liberal,KS,37.046111,-100.929609,19825,11.43,0.221,25,A,30580,true
20,43950,McPherson,KS,38.371214,-97.660542,14082,7.444,0.05,25,A,32700,true
20,44250,Manhattan,KS,39.188307,-96.605864,54100,19.922,0.06,25,A,31740,true
20,53550,Ottawa,KS,38.60008,-95.262777,12625,10.321,0.088,25,A,36840,true
20,53775,Overland Park,KS,38.889042,-94.690584,197238,75.183,0.459,25,A,28140,true
20,56025,Pittsburg,KS,37.412576,-94.69834,20646,13.076,0.096,25,A,38260,true
20,62700,Salina,KS,38.814003,-97.614463,46889,25.774,0.033,25,A,41460,true
20,71000,Topeka,KS,39.03468,-95.694825,126587,61.447,1.309,25,A,45820,true
20,79000,Wichita,KS,37.690638,-97.345836,397532,161.991,4.532,25,A,48620,true
20,79950,Winfield,KS,37.242774,-96.979674,11777,11.144,1.371,25,A,11680,true
21,2368,Ashland,KY,38.459492,-82.645081,21625,10.735,0.032,25,A,26580,true
21,5842,Berea,KY,37.589296,-84.294502,15539,16.51,0.072,25,A,40080,true
21,8902,Bowling Green,KY,36.970917,-86.438461,72294,40.379,0.26,25,A,14540,true
21,12160,Campbellsville,KY,37.34392,-85.352238,11426,7.518,0.132,25,A,15820,true
21,17362,Corbin,KY,36.931584,-84.10079,7856,7.948,0.044,25,A,18340,true
21,19882,Danville,KY,37.642067,-84.776793,17234,17.181,0.099,25,A,19220,true
21,24274,Elizabethtown,KY,37.704338,-85.877039,31394,27.179,0.489,25,A,21060,true
21,28900,Frankfort,KY,38.194966,-84.865877,28602,14.77,0.3,25,A,23180,true
21,28918,Franklin,KY,36.718029,-86.557576,10176,14.747,0.111,25,A,23190,true
21,31114,Glasgow,KY,37.004842,-85.925876,15014,15.859,0.089,25,A,23980,true
21,35866,Henderson,KY,37.840226,-87.579795,27981,16.112,2.276,25,A,25775,true
21,46027,Lexington-Fayette urban county,KY,38.040678,-84.458272,322570,283.637,1.9,UC,A,30460,true
21,48006,Louisville/Jefferson County metro government (balance),KY,38.165376,-85.647377,386884,263.457,11.682,00,F,31140,true
21,49368,Madisonville,KY,37.341036,-87.503475,19542,17.866,0.795,25,A,31580,true
21,50898,Mayfield,KY,36.737459,-88.644491,10017,7.313,0.034,25,A,32460,true
21,51924,Middlesborough,KY,36.613468,-83.722453,9405,7.383,0.08,25,A,33180,true
21,54084,Mount Sterling,KY,38.065465,-83.948822,7558,4.488,0.022,25,A,34460,true
21,54642,Murray,KY,36.614202,-88.322075,17307,11.65,0.027,25,A,34660,true
21,58620,Owensboro,KY,37.757172,-87.117398,60183,20.534,1.449,25,A,36980,true
21,58836,Paducah,KY,37.070892,-88.644477,27137,20.289,0.445,25,A,37140,true
21,60852,Pikeville,KY,37.480576,-82.526121,7754,21.849,0.0,25,A,38210,true
21,65226,Richmond,KY,37.730691,-84.292318,34585,20.318,0.249,25,A,40080,true
21,71688,Somerset,KY,37.083794,-84.611466,11924,13.41,0.018,25,A,43700,true
22,975,Alexandria,LA,31.293449,-92.470189,45275,28.491,0.691,25,A,10780,true
22,5000,Baton Rouge,LA,30.442174,-91.130894,227470,86.316,2.204,25,B,12940,true
22,5210,Bayou Cane CDP,LA,29.624353,-90.751036,19770,7.613,0.0,57,S,26380,true
22,8150,Bogalusa,LA,30.775378,-89.86166,10659,9.505,0.049,25,A,14220,true
22,8920,Bossier City,LA,32.523674,-93.655426,62701,43.799,1.284,25,A,43340,true
22,18125,Covington,LA,30.480184,-90.111826,11564,8.02,0.133,25,A,43640,true
22,20610,DeRidder,LA,30.845003,-93.2952,9852,9.29,0.088,25,A,19760,true
22,32755,Hammond,LA,30.50565,-90.456493,19584,14.037,0.004,25,A,25220,true
22,36255,Houma,LA,29.578681,-90.708023,33406,14.467,0.129,25,N,26380,true
22,40735,Lafayette,LA,30.2056,-92.028058,121374,55.824,0.078,25,B,29180,true
22,41155,Lake Charles,LA,30.200602,-93.210843,84872,45.65,2.811,25,A,29340,true
22,48225,Mandeville,LA,30.375578,-90.089406,13192,7.122,0.163,25,A,43640,true
22,50115,Metairie CDP,LA,29.997837,-90.177781,143507,23.259,0.042,57,S,35380,true
22,50885,Minden,LA,32.619146,-93.272754,11928,15.037,0.17,25,A,33380,true
22,51410,Monroe,LA,32.518986,-92.07718,47702,29.655,3.252,25,A,33740,true
22,52040,Morgan City,LA,29.710332,-91.191542,11472,5.984,0.266,25,A,34020,true
22,53545,Natchitoches,LA,31.734775,-93.100942,18039,22.689,3.594,25,A,35060,true
22,54035,New Iberia,LA,30.005493,-91.820307,28555,11.141,0.113,25,A,35340,true
22,55000,New Orleans,LA,30.05342,-89.934502,383997,169.489,180.357,25,A,35380,true
22,58045,Opelousas,LA,30.524897,-92.081654,15786,9.666,0.003,25,A,36660,true
22,66655,Ruston,LA,32.532986,-92.635327,22166,21.139,0.068,25,A,40820,true
22,70000,Shreveport,LA,32.466879,-93.792193,187593,107.798,15.548,25,A,43340,true
22,70805,Slidell,LA,30.290421,-89.783293,28781,15.041,0.336,25,A,43640,true
22,75425,Thibodaux,LA,29.794874,-90.814578,15948,6.792,0.0,25,A,26380,true
23,2060,Auburn,ME,44.084537,-70.249649,24061,59.339,6.4,25,A,30340,true
23,2100,Augusta,ME,44.334904,-69.734199,18899,55.147,2.889,25,A,12300,true
23,2795,Bangor,ME,44.829625,-68.788767,31753,34.259,0.335,25,A,12620,true
23,38740,Lewiston,ME,44.089513,-70.172095,37121,34.146,1.389,25,A,30340,true
23,60545,Portland,ME,43.633157,-70.185305,68408,21.543,47.898,25,A,38860,true
23,71990,South Portland,ME,43.631402,-70.285989,26498,12.068,1.945,25,A,38860,true
23,80740,Waterville,ME,44.545285,-69.661396,15828,13.532,0.474,25,A,12300,true
24,4000,Baltimore,MD,39.300032,-76.610476,585708,80.946,11.104,25,A,12580,true
24,7125,Bethesda CDP,MD,38.987292,-77.118612,68056,13.262,0.068,57,S,47900,true
24,12400,Cambridge,MD,38.554063,-76.077116,13096,10.647,2.3,25,A,15700,true
24,19125,Columbia CDP,MD,39.201146,-76.85905,104681,31.934,0.256,57,S,12580,true
24,21325,Cumberland,MD,39.651739,-78.757948,19076,10.056,0.068,25,A,19060,true
24,24475,Easton,MD,38.776262,-76.070478,17101,11.46,0.061,43,A,20660,true
24,30325,Frederick,MD,39.434089,-77.414539,78171,23.947,0.099,25,A,47900,true
24,31175,Gaithersburg,MD,39.148601,-77.195131,69657,10.321,0.122,25,A,47900,true
24,36075,Hagerstown,MD,39.639785,-77.72147,43527,12.165,0.01,25,A,25180,true
24,46725,Lexington Park CDP,MD,38.252105,-76.449373,13317,6.064,0.009,57,S,30500,true
24,56337,North Bethesda CDP,MD,39.036753,-77.120336,50094,8.872,0.023,57,S,47900,true
24,58275,Ocean Pines CDP,MD,38.384784,-75.148009,12145,6.475,2.587,57,S,36180,true
24,67675,Rockville,MD,39.083666,-77.155585,67117,13.604,0.036,25,A,47900,true
24,69925,Salisbury,MD,38.375328,-75.585925,33050,13.785,0.49,25,A,41540,true
24,78425,Towson CDP,MD,39.39421,-76.617751,59553,14.153,0.135,57,S,12580,true
25,1370,Amherst Town,MA,42.363534,-72.507291,39263,27.625,0.131,25,A,11200,true
25,3690,Barnstable Town,MA,41.661478,-70.356951,48916,59.93,16.537,25,A,12700,true
25,7000,Boston,MA,42.338551,-71.018253,675647,48.341,41.273,25,A,14460,true
25,11000,Cambridge,MA,42.376043,-71.11868,118403,6.393,0.707,25,A,14460,true
25,24960,Framingham,MA,42.307905,-71.436196,72362,25.044,1.461,25,A,14460,true
25,27060,Greenfield,MA,42.614671,-72.597063,17768,21.413,0.461,25,A,24640,true
25,43755,Nantucket CDP,MA,41.271448,-70.095881,10166,5.823,0.722,57,S,34880,true
25,45560,Newton,MA,42.331768,-71.2084,88923,17.828,0.33,25,A,14460,true
25,46330,Northampton,MA,42.327044,-72.67463,29571,34.246,1.504,25,A,11200,true
25,53960,Pittsfield,MA,42.45184,-73.260685,43927,40.468,1.994,25,A,38340,true
25,67000,Springfield,MA,42.115454,-72.539978,155929,31.87,1.211,25,A,44140,true
25,71970,Vineyard Haven CDP,MA,41.457176,-70.607459,2747,1.304,0.009,57,S,47240,true
25,72600,Waltham,MA,42.388921,-71.242268,65218,12.743,1.017,25,A,14460,true
25,82000,Worcester,MA,42.269478,-71.807783,206518,37.362,1.085,25,A,49340,true
26,440,Adrian,MI,41.89878,-84.044829,20645,8.007,0.149,25,A,10300,true
26,1540,Alma,MI,43.380336,-84.654445,9488,5.892,0.16,25,A,10940,true
26,1740,Alpena,MI,45.074475,-83.443571,10197,8.172,0.684,25,A,10980,true
26,3000,Ann Arbor,MI,42.276147,-83.73086,123851,28.2,0.87,25,A,11460,true
26,5920,Battle Creek,MI,42.299176,-85.229267,52721,42.587,1.148,25,A,12980,true
26,6020,Bay City,MI,43.590062,-83.888421,32661,10.166,1.035,25,A,13020,true
26,8300,Big Rapids,MI,43.699671,-85.48125,7727,4.445,0.117,25,A,13660,true
26,12320,Cadillac,MI,44.251327,-85.413986,10371,7.08,1.86,25,A,15620,true
26,17020,Coldwater,MI,41.94601,-84.999302,13822,9.651,0.338,25,A,17740,true
26,21000,Dearborn,MI,42.313057,-83.211488,109976,24.247,0.268,25,A,19820,true
26,22000,Detroit,MI,42.383037,-83.102237,639111,138.731,4.163,25,A,19820,true
26,24120,East Lansing,MI,42.748913,-84.482442,47741,13.431,0.082,25,A,29620,true
26,26360,Escanaba,MI,45.746289,-87.083605,12450,12.745,3.622,25,A,21540,true
26,27440,Farmington Hills,MI,42.485648,-83.375961,83986,33.268,0.029,25,A,19820,true
26,29000,Flint,MI,43.02442,-83.691971,81252,33.44,0.665,25,A,22420,true
26,34000,Grand Rapids,MI,42.961156,-85.65557,198917,44.776,0.856,25,A,24340,true
26,38460,Hillsdale,MI,41.927461,-84.637479,8036,5.694,0.431,25,A,25880,true
26,38640,Holland,MI,42.768074,-86.098598,34378,16.683,0.767,25,A,26090,true
