STFIP,COFIP,NAME,ST,LON,LAT,POP,ALAND,AWATER,CBSA
48,253,Jones,TX,-99.80506,32.706551,19663,928.605,8.532,10180
48,257,Kaufman,TX,-96.358092,32.671244,145310,780.785,26.835,19100
48,259,Kendall,TX,-98.717572,29.831401,44279,662.454,0.578,41700
48,265,Kerr,TX,-99.159357,30.040273,52598,1103.332,3.951,28500
48,273,Kleberg,TX,-97.856967,27.491433,31040,881.306,208.897,28780
48,277,Lamar,TX,-95.534041,33.675491,50088,907.331,25.772,37580
48,281,Lampasas,TX,-98.1132,31.095229,21627,712.528,1.062,28660
48,291,Liberty,TX,-94.925523,30.159245,91628,1158.353,18.0,26420
48,303,Lubbock,TX,-101.894337,33.552551,310639,895.602,5.101,31180
48,305,Lynn,TX,-101.817174,33.199122,5596,891.867,1.61,31180
48,309,McLennan,TX,-97.174773,31.53998,260579,1036.655,23.588,47380
48,317,Martin,TX,-101.8275,32.173602,5237,914.956,0.746,33260
48,321,Matagorda,TX,-95.998903,28.918149,36255,1092.918,519.594,13060
48,323,Maverick,TX,-100.478172,28.706412,57887,1279.473,12.306,20580
48,325,Medina,TX,-98.953359,29.313933,50748,1325.36,9.174,41700
48,329,Midland,TX,-102.10655,32.003156,169983,900.358,1.642,33260
48,339,Montgomery,TX,-95.462136,30.228848,620443,1042.181,34.703,26420
48,341,Moore,TX,-101.956502,35.902872,21358,899.698,9.923,20300
48,343,Morris,TX,-94.72288,33.073156,11973,251.989,6.711,34420
48,347,Nacogdoches,TX,-94.644584,31.625667,64653,946.324,34.645,34860
48,349,Navarro,TX,-96.485996,32.081317,52624,1009.702,76.3,18620
48,353,Nolan,TX,-100.411741,32.451081,14738,911.997,1.951,45020
48,355,Nueces,TX,-97.428318,27.728576,353178,839.065,326.379,18580
48,359,Oldham,TX,-102.40757,35.291939,1758,1500.523,0.903,11100
48,361,Orange,TX,-93.865826,30.120218,84808,333.786,45.744,13140
48,363,Palo Pinto,TX,-98.163963,32.779308,28409,952.549,32.959,33420
48,367,Parker,TX,-97.727364,32.789424,148222,903.72,6.375,19100
48,375,Potter,TX,-101.839818,35.221526,118525,908.39,13.587,11100
48,381,Randall,TX,-101.891409,35.119788,140753,912.711,9.731,11100
48,387,Red River,TX,-95.078313,33.591924,11587,1043.896,12.84,37580
48,389,Reeves,TX,-103.526322,31.387128,14748,2635.354,6.717,45880
48,393,Roberts,TX,-100.695549,35.716278,827,924.058,0.134,37420
48,395,Robertson,TX,-96.543247,30.966033,16757,855.155,10.553,17780
48,397,Rockwall,TX,-96.427986,32.916866,107819,127.206,21.727,19100
48,401,Rusk,TX,-94.798485,32.194387,52214,924.199,14.37,30980
48,407,San Jacinto,TX,-95.13469,30.549124,27402,569.243,58.668,26420
48,409,San Patricio,TX,-97.39104,27.942669,68755,693.436,14.509,18580
48,415,Scurry,TX,-100.909103,32.704112,16932,905.445,2.099,43660
48,423,Smith,TX,-95.300981,32.326145,233479,921.473,28.249,46340
48,427,Starr,TX,-98.843415,26.387766,65920,1223.179,5.925,40100
48,439,Tarrant,TX,-97.247663,32.764453,2110640,865.285,38.526,19100
48,441,Taylor,TX,-99.767126,32.417775,143208,915.536,3.768,10180
48,449,Titus,TX,-94.966537,33.175862,31247,406.064,19.58,34420
48,451,Tom Green,TX,-100.461171,31.451021,120003,1522.001,18.563,41660
48,453,Travis,TX,-97.748216,30.314282,1290188,994.053,30.974,12420
48,459,Upshur,TX,-94.92227,32.697929,40892,582.98,9.605,30980
48,463,Uvalde,TX,-99.757846,29.243318,24564,1551.921,6.713,46620
48,465,Val Verde,TX,-100.898072,29.380944,47586,3144.75,87.92,19620
48,469,Victoria,TX,-96.991571,28.825017,91319,882.106,6.728,47020
48,471,Walker,TX,-95.538696,30.725832,76400,784.222,17.276,26660
48,473,Waller,TX,-95.953615,29.996824,56794,513.296,4.567,26420
48,477,Washington,TX,-96.397834,30.181502,35805,604.194,17.557,14780
48,479,Webb,TX,-99.475549,27.522979,267114,3361.478,14.114,29700
48,481,Wharton,TX,-96.175435,29.276712,41570,1086.142,8.228,20900
48,485,Wichita,TX,-98.552501,33.920901,129350,627.594,5.268,48660
48,487,Wilbarger,TX,-99.296953,34.144872,12887,970.946,7.028,46900
48,489,Willacy,TX,-97.777449,26.452376,20164,590.602,194.165,39700
48,491,Williamson,TX,-97.716991,30.560987,609017,1115.833,16.051,12420
48,493,Wilson,TX,-98.142982,29.231356,49753,803.734,4.676,41700
48,497,Wise,TX,-97.629879,33.161791,68632,904.394,18.162,19100
48,505,Zapata,TX,-99.266007,26.903441,13889,998.412,59.603,49820
49,3,Box Elder,UT,-112.09841,41.592632,57666,5745.597,983.654,14940
49,5,Cache,UT,-111.839724,41.745425,133154,1164.726,8.146,30860
49,7,Carbon,UT,-110.777569,39.602446,20412,1479.184,6.118,39220
49,11,Davis,UT,-111.960883,41.019939,362679,299.067,336.146,36260
49,21,Iron,UT,-113.076161,37.708874,57289,3296.337,4.398,16260
49,23,Juab,UT,-111.878638,39.748396,11786,3391.679,14.109,39340
49,29,Morgan,UT,-111.724978,41.083677,12295,609.169,1.713,36260
49,33,Rich,UT,-111.285765,41.776494,2510,1028.847,57.57,21740
49,35,Salt Lake,UT,-111.927686,40.638514,1185238,742.07,63.667,41620
49,43,Summit,UT,-111.470958,40.726848,42357,1870.579,10.277,25720
49,45,Tooele,UT,-112.363002,40.568237,72698,6941.946,344.045,41620
49,47,Uintah,UT,-109.59027,40.426449,35620,4482.383,21.666,46860
49,49,Utah,UT,-111.74994,40.278299,659399,2004.08,140.143,39340
49,51,Wasatch,UT,-111.412185,40.511436,34788,1177.014,30.552,25720
49,53,Washington,UT,-113.524041,37.13018,180279,2427.439,3.005,41100
49,57,Weber,UT,-111.992699,41.227609,262223,576.272,83.569,36260
50,3,Bennington,VT,-73.148622,42.980347,37347,674.807,2.661,13540
50,7,Chittenden,VT,-73.149824,44.480291,168323,537.283,82.714,15540
50,11,Franklin,VT,-72.997625,44.836315,49946,630.676,57.971,15540
50,13,Grand Isle,VT,-73.298725,44.796249,7293,81.769,112.844,15540
50,17,Orange,VT,-72.392814,43.996141,29277,687.191,4.643,30150
50,21,Rutland,VT,-73.041302,43.602602,60572,929.723,14.96,40860
50,23,Washington,VT,-72.587175,44.243309,59807,686.578,8.174,12740
50,25,Windham,VT,-72.627862,42.952898,45905,785.466,12.71,14710
50,27,Windsor,VT,-72.490571,43.547294,57753,969.784,7.473,30150
51,3,Albemarle,VA,-78.519241,38.052435,112395,720.472,5.492,16820
51,7,Amelia,VA,-77.973985,37.34151,13265,355.36,3.161,40060
51,9,Amherst,VA,-79.1035,37.518911,31307,473.962,4.98,31340
51,11,Appomattox,VA,-78.83702,37.36019,16119,334.224,1.238,31340
51,13,Arlington,VA,-77.099874,38.874744,238643,25.997,0.106,47900
51,15,Augusta,VA,-79.03105,38.127146,77487,967.074,3.682,44420
51,19,Bedford,VA,-79.485385,37.320204,79462,760.104,16.241,31340
51,23,Botetourt,VA,-79.853138,37.446422,33596,541.276,4.682,40220
51,31,Campbell,VA,-79.169047,37.261518,55696,503.207,3.434,31340
51,36,Charles City,VA,-77.101446,37.383394,6773,182.901,21.342,40060
51,41,Chesterfield,VA,-77.556155,37.418312,364548,423.506,13.501,40060
51,43,Clarke,VA,-77.987382,39.129417,14783,175.933,2.197,47900
51,45,Craig,VA,-80.173756,37.47542,4892,328.098,1.078,40220
51,47,Culpeper,VA,-77.999051,38.498243,52552,379.187,3.477,47900
51,53,Dinwiddie,VA,-77.56051,37.135652,27947,503.886,3.47,40060
51,59,Fairfax,VA,-77.25911,38.844726,1150309,391.021,15.472,47900
51,61,Fauquier,VA,-77.774094,38.695515,72972,647.994,3.732,47900
51,63,Floyd,VA,-80.342366,36.943205,15476,380.923,0.846,13980
51,65,Fluvanna,VA,-78.301835,37.888642,27249,287.117,4.149,16820
51,67,Franklin,VA,-79.857581,37.02094,54477,690.61,21.006,40220
51,69,Frederick,VA,-78.188362,39.166263,91419,413.135,2.263,49020
51,71,Giles,VA,-80.717789,37.318524,16787,357.224,4.337,13980
51,73,Gloucester,VA,-76.529483,37.37631,38711,217.81,70.173,47260
51,75,Goochland,VA,-77.83757,37.70005,24727,282.029,8.469,40060
51,79,Greene,VA,-78.419667,38.250643,20552,155.947,0.649,16820
51,85,Hanover,VA,-77.418063,37.686944,109979,467.626,4.905,40060
51,87,Henrico,VA,-77.498572,37.604639,334389,233.675,11.153,40060
51,89,Henry,VA,-79.902329,36.6901,50948,382.351,2.035,32300
51,93,Isle of Wight,VA,-76.644703,36.92455,38606,315.685,47.143,47260
51,95,James City,VA,-76.75988,37.297936,78254,142.298,36.772,47260
51,97,King and Queen,VA,-76.891199,37.69798,6608,315.149,11.17,40060
51,101,King William,VA,-77.062634,37.705655,17810,273.91,12.004,40060
51,107,Loudoun,VA,-77.51754,39.034341,420959,515.738,5.596,47900
51,115,Mathews,VA,-76.342339,37.445239,8533,85.911,166.052,47260
51,121,Montgomery,VA,-80.413551,37.189478,99721,386.847,2.426,13980
51,125,Nelson,VA,-78.87302,37.812328,14775,470.745,3.469,16820
51,127,New Kent,VA,-77.041127,37.497961,22945,210.035,13.744,40060
51,137,Orange,VA,-77.954737,38.271901,36254,341.078,2.505,29470
51,143,Pittsylvania,VA,-79.411183,36.76981,60501,969.003,9.229,19260
51,145,Powhatan,VA,-77.875784,37.54288,30333,260.202,2.102,40060
51,149,Prince George,VA,-77.300134,37.219071,43010,265.342,16.504,40060
51,153,Prince William,VA,-77.411563,38.691881,482204,335.256,11.906,47900
51,155,Pulaski,VA,-80.703764,37.082088,33800,319.839,9.605,13980
51,157,Rappahannock,VA,-78.123809,38.695715,7348,266.372,0.827,47900
51,161,Roanoke,VA,-79.990218,37.270592,96929,250.548,0.681,40220
51,165,Rockingham,VA,-78.83815,38.452246,83757,849.789,4.111,25500
51,169,Scott,VA,-82.596616,36.683147,21576,535.827,3.129,28700
51,177,Spotsylvania,VA,-77.569152,38.238583,140032,401.412,12.903,47900
51,179,Stafford,VA,-77.45027,38.415146,156927,269.205,10.845,47900
51,181,Surry,VA,-76.868309,37.116405,6561,278.949,31.358,47260
51,183,Sussex,VA,-77.212078,36.973226,10829,490.226,2.603,40060
51,185,Tazewell,VA,-81.564501,37.146681,40429,518.791,1.128,14140
51,187,Warren,VA,-78.178302,38.927717,40727,214.597,3.312,47900
51,191,Washington,VA,-81.972673,36.702853,53935,561.193,5.013,28700
51,199,York,VA,-76.495318,37.174598,70045,104.707,110.285,47260
51,510,Alexandria,VA,-77.091035,38.819775,159467,14.935,0.413,47900
51,520,Bristol,VA,-82.169169,36.610521,17219,12.871,0.124,28700
51,540,Charlottesville,VA,-78.490351,38.033197,46553,10.245,0.018,16820
51,550,Chesapeake,VA,-76.282736,36.755679,249422,338.456,12.49,47260
51,570,Colonial Heights,VA,-77.401819,37.264114,18170,7.519,0.274,40060
51,590,Danville,VA,-79.409217,36.591483,42590,42.797,0.904,19260
51,600,Fairfax,VA,-77.302407,38.851844,24146,6.24,0.032,47900
51,610,Falls Church,VA,-77.174338,38.883587,14658,2.046,0.0,47900
51,630,Fredericksburg,VA,-77.483494,38.299101,27982,10.45,0.069,47900
51,650,Hampton,VA,-76.367924,37.043069,137148,51.461,84.814,47260
51,660,Harrisonburg,VA,-78.868276,38.4408,51814,17.339,0.051,25500
51,670,Hopewell,VA,-77.305511,37.289394,23033,10.354,0.474,40060
51,680,Lynchburg,VA,-79.190579,37.39283,79009,48.976,0.549,31340
51,683,Manassas,VA,-77.475101,38.75274,42772,9.843,0.056,47900
51,685,Manassas Park,VA,-77.448688,38.772165,17219,3.034,0.001,47900
51,690,Martinsville,VA,-79.863773,36.682806,13485,10.956,0.052,32300
51,700,Newport News,VA,-76.496261,37.090511,186247,68.989,50.632,47260
51,710,Norfolk,VA,-76.260623,36.896214,238005,53.275,43.128,47260
51,730,Petersburg,VA,-77.395423,37.209954,33458,22.72,0.223,40060
51,735,Poquoson,VA,-76.381528,37.131572,12460,15.357,63.101,47260
51,740,Portsmouth,VA,-76.35284,36.833211,97915,33.301,13.382,47260
51,750,Radford,VA,-80.559565,37.128256,16070,9.676,0.331,13980
51,760,Richmond,VA,-77.466456,37.535453,226610,59.925,2.644,40060
51,770,Roanoke,VA,-79.96024,37.27853,100011,42.521,0.33,40220
51,775,Salem,VA,-80.056262,37.286907,25346,14.515,0.106,40220
51,790,Staunton,VA,-79.07724,38.157632,25750,19.92,0.057,44420
51,800,Suffolk,VA,-76.551079,36.781867,94324,399.16,29.747,47260
51,810,Virginia Beach,VA,-76.100566,36.821388,459470,244.723,252.776,47260
51,820,Waynesboro,VA,-78.898326,38.072102,22196,14.97,0.141,44420
51,830,Williamsburg,VA,-76.710426,37.275238,15425,8.938,0.161,47260
51,840,Winchester,VA,-78.170677,39.174971,28120,9.193,0.021,49020
53,1,Adams,WA,-119.031492,46.864934,20613,1924.989,4.813,36830
53,3,Asotin,WA,-117.06785,46.388404,22285,636.075,4.36,30300
53,5,Benton,WA,-119.276673,46.229857,206873,1700.128,59.573,28420
53,7,Chelan,WA,-120.344656,47.530181,79074,2921.178,73.226,48300
53,9,Clallam,WA,-123.436581,48.094969,77155,1738.741,930.276,38820
53,11,Clark,WA,-122.56244,45.680599,503311,628.494,27.105,38900
53,15,Cowlitz,WA,-122.894833,46.135463,110730,1141.159,25.272,31020
53,17,Douglas,WA,-120.178914,47.504279,42938,1819.244,29.559,48300
53,21,Franklin,WA,-119.125303,46.303471,96749,1241.596,23.363,28420
53,25,Grant,WA,-119.466088,47.14473,99123,2679.55,111.897,34180
53,27,Grays Harbor,WA,-123.767517,46.991256,75636,1901.474,322.129,10140
53,29,Island,WA,-122.576951,48.2063,86857,208.474,308.851,36020
53,31,Jefferson,WA,-122.820477,48.010517,32977,1803.728,384.169,39040
53,33,King,WA,-122.230405,47.550488,2269675,2115.229,192.224,42660
53,35,Kitsap,WA,-122.63287,47.612218,275611,395.102,170.729,14740
53,37,Kittitas,WA,-120.630456,47.051833,44337,2297.28,35.709,21260
53,41,Lewis,WA,-122.839231,46.61892,82149,2402.782,33.564,16500
53,45,Mason,WA,-123.034441,47.288559,65726,959.548,91.495,43220
53,53,Pierce,WA,-122.407463,47.177735,921130,1667.963,137.498,42660
53,57,Skagit,WA,-122.33534,48.4668,129523,1730.246,186.789,34580
53,59,Skamania,WA,-121.93421,45.688621,12036,1658.284,28.295,38900
53,61,Snohomish,WA,-122.188806,47.927544,827957,2086.525,109.226,42660
53,63,Spokane,WA,-117.368939,47.680212,539339,1764.22,16.764,44060
53,65,Stevens,WA,-117.812987,48.277695,46445,2477.098,62.914,44060
53,67,Thurston,WA,-122.836576,47.00087,294793,722.496,51.594,36500
53,71,Walla Walla,WA,-118.391181,46.077907,62584,1270.033,28.932,47460
53,73,Whatcom,WA,-122.487638,48.82321,226847,2107.918,396.956,13380
53,75,Whitman,WA,-117.21808,46.793601,47973,2159.262,18.628,39420
53,77,Yakima,WA,-120.42159,46.519342,256728,4294.512,15.903,49420
54,3,Berkeley,WV,-77.98117,39.458843,122076,321.147,0.41,25180
54,5,Boone,WV,-81.757507,38.05644,21809,501.534,1.663,16620
54,9,Brooke,WV,-80.585926,40.309452,22559,89.196,3.372,48260
54,11,Cabell,WV,-82.335182,38.413593,94350,281.023,6.994,26580
54,15,Clay,WV,-81.09932,38.471941,8051,341.939,1.877,16620
54,17,Doddridge,WV,-80.721305,39.285261,7808,319.723,0.753,17220
54,19,Fayette,WV,-81.129034,38.032534,40488,661.613,6.735,13220
54,27,Hampshire,WV,-78.610531,39.329412,23093,640.402,4.21,49020
54,29,Hancock,WV,-80.568865,40.477168,29095,82.609,5.359,48260
54,33,Harrison,WV,-80.338827,39.287852,65921,416.008,0.509,17220
54,37,Jefferson,WV,-77.847631,39.313836,57701,209.296,2.375,47900
54,39,Kanawha,WV,-81.658246,38.363316,180745,901.648,9.272,16620
54,49,Marion,WV,-80.178811,39.484338,56205,308.753,2.765,21900
54,51,Marshall,WV,-80.704828,39.928298,30591,305.431,6.723,48540
54,55,Mercer,WV,-81.138228,37.352588,59664,418.962,1.715,14140
54,57,Mineral,WV,-78.909653,39.46477,26938,327.882,1.338,19060
54,61,Monongalia,WV,-79.956836,39.636527,105822,360.092,5.788,34060
54,65,Morgan,WV,-78.223029,39.580983,17063,229.073,0.541,25180
54,69,Ohio,WV,-80.672291,40.078539,42425,105.83,3.195,48540
54,77,Preston,WV,-79.669791,39.50551,34216,648.814,2.575,34060
54,79,Putnam,WV,-81.929372,38.474402,57440,345.679,4.72,26580
54,81,Raleigh,WV,-81.200033,37.77054,74591,605.359,3.988,13220
54,83,Randolph,WV,-79.872452,38.870878,27932,1039.7,0.258,21180
54,91,Taylor,WV,-80.066874,39.33862,16705,172.771,2.908,17220
54,99,Wayne,WV,-82.494193,38.267338,38982,506.005,6.107,26580
54,105,Wirt,WV,-81.394474,39.05422,5194,232.511,2.255,37620
54,107,Wood,WV,-81.530587,39.266981,84296,366.5,10.267,37620
55,5,Barron,WI,-91.815142,45.437002,46711,863.047,26.716,39960
55,9,Brown,WI,-88.034145,44.497155,268740,530.092,85.642,24580
55,15,Calumet,WI,-88.262936,44.152617,52442,318.25,78.827,11540
55,17,Chippewa,WI,-91.328087,44.984928,66297,1008.355,32.909,20740
55,21,Columbia,WI,-89.366154,43.460151,58490,765.547,30.438,31540
55,25,Dane,WI,-89.395501,43.07564,561504,1196.492,41.011,31540
55,27,Dodge,WI,-88.713062,43.435904,89396,875.699,31.402,13180
55,31,Douglas,WI,-92.01483,46.628582,44295,1304.271,175.404,20260
55,33,Dunn,WI,-91.892915,44.914658,45440,850.159,13.735,32860
55,35,Eau Claire,WI,-91.454792,44.790208,105710,637.922,7.277,20740
55,37,Florence,WI,-88.244316,45.853651,4558,488.123,9.31,27020
55,39,Fond du Lac,WI,-88.487004,43.765547,104154,719.566,46.276,22540
55,43,Grant,WI,-90.612643,42.827213,51938,1146.879,36.495,38420
55,45,Green,WI,-89.575106,42.673838,37093,584.044,0.507,31540
55,49,Iowa,WI,-90.12223,42.981998,23709,762.698,5.355,31540
55,55,Jefferson,WI,-88.785594,43.040342,84900,556.492,26.249,48020
55,59,Kenosha,WI,-87.924047,42.572393,169151,271.837,482.188,28450
55,61,Kewaunee,WI,-87.591703,44.527818,20563,342.454,741.832,24580
55,63,La Crosse,WI,-91.208863,43.861018,120784,451.804,28.247,29100
55,71,Manitowoc,WI,-87.724344,44.10361,81359,589.306,904.77,31820
55,73,Marathon,WI,-89.707823,44.907455,138013,1545.195,31.14,48140
55,75,Marinette,WI,-87.848007,45.219097,41872,1399.466,150.532,31940
55,78,Menominee,WI,-88.635691,44.912634,4255,357.615,7.345,43020
55,79,Milwaukee,WI,-87.959526,43.031416,939489,241.482,948.031,33340
55,81,Monroe,WI,-90.644211,43.942578,46274,900.904,7.176,43890
55,83,Oconto,WI,-88.146318,44.895367,38965,997.481,151.367,24580
55,87,Outagamie,WI,-88.401368,44.308666,190705,637.557,7.051,11540
55,89,Ozaukee,WI,-87.950093,43.31881,91503,233.018,883.176,33340
55,93,Pierce,WI,-92.547747,44.77335,42212,574.018,18.708,33460
55,97,Portage,WI,-89.526076,44.498026,70377,800.874,21.944,44620
55,101,Racine,WI,-87.928046,42.735037,197727,332.642,459.501,39540
55,105,Rock,WI,-89.037935,42.65481,163687,718.167,7.991,27500
55,109,St. Croix,WI,-92.580626,45.017968,93536,722.158,13.027,33460
55,111,Sauk,WI,-89.868041,43.449264,65763,831.543,17.642,12660
55,115,Shawano,WI,-88.681002,44.786908,40881,893.225,16.171,43020
55,117,Sheboygan,WI,-87.819076,43.733622,118034,511.528,759.713,43100
55,123,Vernon,WI,-90.835696,43.605271,30714,791.562,24.822,29100
55,127,Walworth,WI,-88.540338,42.662934,106478,555.388,21.208,48580
55,131,Washington,WI,-88.216407,43.345574,136761,430.644,5.019,33340
55,133,Waukesha,WI,-88.236186,43.03596,406978,549.72,30.818,33340
55,139,Winnebago,WI,-88.540906,44.101514,171730,434.697,143.874,36780
55,141,Wood,WI,-89.962546,44.478457,74207,793.038,16.214,49220
56,1,Albany,WY,-105.596073,41.313442,37066,4274.327,34.425,29660
56,5,Campbell,WY,-105.495519,44.257046,47026,4802.065,4.251,23940
56,13,Fremont,WY,-108.609469,43.010698,39234,9183.59,82.15,40180
56,21,Laramie,WY,-104.771336,41.153937,100512,2685.864,1.679,16940
56,25,Natrona,WY,-106.335315,42.842184,79955,5340.538,35.123,16220
56,29,Park,WY,-108.97254,44.614008,29624,6939.039,26.115,17650
56,33,Sheridan,WY,-106.977846,44.780986,30921,2523.361,3.084,43260
56,37,Sweetwater,WY,-109.302521,41.580564,42272,10426.98,64.182,40540
56,39,Teton,WY,-110.785815,43.491744,23331,3996.849,220.41,27220
56,41,Uinta,WY,-110.760395,41.271502,20450,2081.721,6.419,21740
1,11,Bullock,AL,-85.702354,32.115838,10357,622.815,2.328,
1,13,Butler,AL,-86.6524,31.776019,19051,776.839,1.043,
1,19,Cherokee,AL,-85.629887,34.180501,24971,553.524,46.452,
1,23,Choctaw,AL,-88.262482,32.016121,12665,913.479,7.38,
1,25,Clarke,AL,-87.815868,31.683493,23087,1238.42,14.154,
1,27,Clay,AL,-85.817245,33.274342,14236,603.962,2.039,
1,29,Cleburne,AL,-85.495748,33.625217,15056,560.105,0.908,
1,35,Conecuh,AL,-86.997537,31.41643,11597,850.279,2.481,
1,39,Covington,AL,-86.409203,31.284146,37570,1030.571,13.203,
1,41,Crenshaw,AL,-86.296787,31.747324,13194,608.865,2.081,
1,53,Escambia,AL,-87.280078,31.085439,36757,945.408,7.732,
1,57,Fayette,AL,-87.76749,33.726912,16321,627.684,1.672,
1,75,Lamar,AL,-88.108771,33.761275,13972,604.846,0.618,
1,91,Marengo,AL,-87.803475,32.342372,19323,976.898,5.773,
1,93,Marion,AL,-87.876476,34.110448,29341,742.343,1.228,
1,99,Monroe,AL,-87.364576,31.4988,19772,1025.669,8.73,
1,105,Perry,AL,-87.369738,32.584881,8511,719.67,4.209,
1,111,Randolph,AL,-85.427378,33.264692,21967,580.55,3.584,
1,119,Sumter,AL,-88.230925,32.571003,12345,903.826,9.512,
1,129,Washington,AL,-88.195263,31.413666,15388,1080.203,8.363,
1,131,Wilcox,AL,-87.376912,32.007448,10600,887.858,19.534,
1,133,Winston,AL,-87.415624,34.164369,23540,612.998,18.87,
2,13,Aleutians East,AK,-163.763729,54.672887,3420,6985.234,8030.868,
2,16,Aleutians West,AK,-168.148047,54.024627,5232,4393.026,9723.457,
2,50,Bethel,AK,-162.178288,60.667568,18666,40627.14,4928.469,
2,60,Bristol Bay,AK,-156.833611,58.733456,844,481.977,366.71,
2,63,Chugach,AK,-146.199156,60.881369,7102,9529.839,5613.512,
2,66,Copper River,AK,-145.032939,62.060769,2617,24692.136,470.052,
2,68,Denali,AK,-149.027498,63.86431,1619,12641.049,25.524,
2,70,Dillingham,AK,-158.75132,59.128804,4857,18333.994,2294.945,
2,100,Haines,AK,-135.497336,59.234185,2080,2343.393,402.015,
2,105,Hoonah-Angoon,AK,-135.423534,58.123876,2365,6555.258,3013.484,
2,122,Kenai Peninsula,AK,-151.068103,60.283998,58799,16017.419,8703.2,
2,150,Kodiak Island,AK,-152.454785,57.774607,13101,6688.86,5462.907,
2,158,Kusilvak,AK,-164.34049,62.076819,8368,17077.063,2581.551,
2,164,Lake and Peninsula,AK,-156.27339,58.617154,1476,23831.834,10034.678,
2,180,Nome,AK,-165.269108,64.431631,10046,22969.463,5320.781,
2,185,North Slope,AK,-155.295377,70.480816,11031,88823.627,6004.296,
2,188,Northwest Arctic,AK,-161.582978,66.897051,7793,35663.282,4956.497,
2,195,Petersburg,AK,-132.943575,56.79507,3398,2900.654,921.183,
2,198,Prince of Wales-Hyder,AK,-132.668824,55.59077,5753,5267.725,5641.788,
2,220,Sitka,AK,-135.335988,57.062777,8458,2870.058,1945.085,
2,230,Skagway,AK,-135.310551,59.465893,1240,433.933,11.114,
2,240,Southeast Fairbanks,AK,-144.698751,63.861551,6808,24831.059,289.508,
2,275,Wrangell,AK,-132.355422,56.426145,2127,2555.995,920.612,
2,282,Yakutat,AK,-139.714907,59.545059,662,7623.28,1539.051,
2,290,Yukon-Koyukuk,AK,-152.827744,64.966051,5343,145575.546,2295.291,
4,1,Apache,AZ,-109.419015,35.543654,66021,11198.309,20.908,
4,11,Greenlee,AZ,-109.259546,32.985155,9563,1842.143,5.307,
4,12,La Paz,AZ,-114.183775,33.954185,16557,4496.565,14.113,
5,1,Arkansas,AR,-91.460834,34.403488,17149,992.141,46.602,
5,3,Ashley,AR,-91.877908,33.17959,19062,925.492,14.925,
5,11,Bradley,AR,-92.101277,33.574422,10545,649.167,3.67,
5,15,Carroll,AR,-93.574712,36.375744,28260,629.938,8.767,
5,17,Chicot,AR,-91.318357,33.325951,10208,636.978,54.214,
5,21,Clay,AR,-90.366417,36.370287,14552,639.224,2.123,
5,23,Cleburne,AR,-92.037753,35.507218,24711,553.959,38.18,
5,29,Conway,AR,-92.705923,35.21299,20715,551.917,14.578,
5,37,Cross,AR,-90.777424,35.251667,16833,616.318,5.942,
5,39,Dallas,AR,-92.525216,33.864882,6482,667.323,0.668,
5,41,Desha,AR,-91.415165,33.768029,11395,741.214,71.499,
5,43,Drew,AR,-91.784085,33.627329,17350,828.662,7.255,
5,47,Franklin,AR,-93.891039,35.442155,17097,608.963,11.166,
5,49,Fulton,AR,-91.766807,36.375654,12075,618.036,2.459,
5,57,Hempstead,AR,-93.620782,33.698177,20065,727.2,13.798,
5,61,Howard,AR,-93.908938,33.981466,12785,587.326,8.248,
5,65,Izard,AR,-91.911716,36.1215,13577,580.177,3.698,
5,67,Jackson,AR,-91.246504,35.623062,16755,633.611,7.832,
5,71,Johnson,AR,-93.473125,35.476548,25749,660.996,22.984,
5,73,Lafayette,AR,-93.557713,33.278875,6308,529.472,16.613,
5,75,Lawrence,AR,-91.064441,36.070844,16216,587.528,4.786,
5,77,Lee,AR,-90.769631,34.787429,8600,599.807,22.339,
5,79,Lincoln,AR,-91.745899,33.973433,12941,559.462,10.306,
5,83,Logan,AR,-93.768311,35.227664,21131,709.116,20.838,
5,89,Marion,AR,-92.660219,36.284395,16826,596.653,43.611,
5,95,Monroe,AR,-91.221516,34.777063,6799,607.469,13.787,
5,97,Montgomery,AR,-93.622447,34.514568,8484,780.453,20.455,
5,99,Nevada,AR,-93.359433,33.725543,8310,617.79,2.892,
5,107,Phillips,AR,-90.703802,34.530919,16568,690.36,37.053,
5,109,Pike,AR,-93.626194,34.186355,10171,600.335,13.624,
5,113,Polk,AR,-94.25793,34.522847,19221,856.838,4.834,
5,117,Prairie,AR,-91.540516,34.863817,8282,647.52,28.046,
5,121,Randolph,AR,-90.989599,36.302137,18571,651.913,4.004,
5,127,Scott,AR,-94.097007,34.904224,9836,892.85,5.55,
5,129,Searcy,AR,-92.660663,35.923072,7828,665.834,2.495,
5,133,Sevier,AR,-94.30378,34.015316,15839,563.574,17.73,
5,135,Sharp,AR,-91.51953,36.178093,17271,604.624,2.011,
5,137,Stone,AR,-92.133812,35.855715,12359,606.44,3.145,
5,141,Van Buren,AR,-92.42013,35.568095,15796,709.563,14.366,
5,147,Woodruff,AR,-91.251021,35.233161,6269,585.965,8.131,
6,5,Amador,CA,-120.778038,38.395906,40474,594.584,11.366,
6,9,Calaveras,CA,-120.645222,38.157342,45292,1020.019,16.907,
6,11,Colusa,CA,-122.083801,39.153446,21839,1150.713,5.641,
6,21,Glenn,CA,-122.179287,39.665777,28917,1313.968,13.009,
6,43,Mariposa,CA,-119.971401,37.532076,17131,1448.84,13.985,
6,49,Modoc,CA,-120.631201,41.521665,8700,3948.234,255.022,
