STFIP,COFIP,NAME,ST,LON,LAT,POP,ALAND,AWATER,CBSA
16,81,Teton,ID,-111.122065,43.692414,11630,449.091,1.108,27220
16,83,Twin Falls,ID,-114.499626,42.56026,90046,1921.71,6.977,46300
17,1,Adams,IL,-91.327397,39.943853,65737,855.149,16.121,39500
17,3,Alexander,IL,-89.294878,37.152943,5240,235.394,17.235,16020
17,5,Bond,IL,-89.432041,38.884765,16725,380.336,2.495,41180
17,7,Boone,IL,-88.852137,42.294302,53448,280.741,1.298,40420
17,11,Bureau,IL,-89.420549,41.382406,33244,869.071,4.449,36837
17,13,Calhoun,IL,-90.638209,39.122999,4437,253.829,29.75,41180
17,19,Champaign,IL,-88.23646,40.126856,205865,996.104,2.36,16580
17,21,Christian,IL,-89.254079,39.525376,34032,709.49,6.265,45380
17,27,Clinton,IL,-89.485747,38.588708,36899,473.941,29.203,41180
17,29,Coles,IL,-88.264625,39.487996,46863,508.272,1.795,16660
17,31,Cook,IL,-87.757998,41.869515,5275541,944.927,689.706,16980
17,35,Cumberland,IL,-88.280686,39.275024,10450,345.944,0.98,20820
17,37,DeKalb,IL,-88.726804,41.927566,100420,631.337,3.306,16980
17,43,DuPage,IL,-88.071268,41.848928,932877,327.799,8.59,16980
17,49,Effingham,IL,-88.573292,39.095854,34668,478.769,1.226,20820
17,53,Ford,IL,-88.219432,40.521655,13534,485.597,0.633,16580
17,57,Fulton,IL,-90.116575,40.524812,33609,865.683,16.96,15900
17,63,Grundy,IL,-88.344624,41.34999,52533,418.126,12.406,16980
17,71,Henderson,IL,-90.944727,40.824767,6387,378.793,16.435,15460
17,73,Henry,IL,-90.1358,41.350891,49284,823.061,2.627,19340
17,77,Jackson,IL,-89.277101,37.750199,52974,583.57,18.653,16060
17,81,Jefferson,IL,-88.911598,38.311195,37113,571.234,12.568,34500
17,83,Jersey,IL,-90.319327,39.075249,21512,369.66,7.851,41180
17,89,Kane,IL,-88.33542,41.928443,516522,519.365,4.817,16980
17,91,Kankakee,IL,-87.851699,41.150459,107502,676.49,4.81,28100
17,93,Kendall,IL,-88.375603,41.66076,131869,320.238,1.983,16980
17,95,Knox,IL,-90.327754,40.937986,49967,716.385,3.412,23660
17,97,Lake,IL,-87.970527,42.311645,714342,443.614,924.716,16980
17,99,LaSalle,IL,-88.895139,41.354304,109658,1135.164,13.015,36837
17,103,Lee,IL,-89.401894,41.812143,34145,724.787,3.758,19940
17,105,Livingston,IL,-88.576241,40.90184,35815,1043.628,2.307,38700
17,107,Logan,IL,-89.361411,40.141565,27987,618.052,0.873,30660
17,109,McDonough,IL,-90.667814,40.469965,27238,589.323,0.777,31380
17,111,McHenry,IL,-88.351365,42.270305,310229,603.395,7.673,16980
17,113,McLean,IL,-88.953797,40.493799,170954,1183.248,3.013,14010
17,115,Macon,IL,-88.946554,39.850646,103998,580.576,5.176,19500
17,117,Macoupin,IL,-89.877091,39.191697,44967,862.974,4.73,41180
17,119,Madison,IL,-90.012645,38.801004,265859,715.501,24.541,41180
17,121,Marion,IL,-89.016141,38.590624,37729,572.538,3.565,16460
17,123,Marshall,IL,-89.316199,41.043266,11742,386.814,11.724,37900
17,127,Massac,IL,-88.717761,37.18088,14169,237.151,4.936,37140
17,129,Menard,IL,-89.799159,39.996935,12297,314.391,1.019,44100
17,131,Mercer,IL,-90.686612,41.214503,15699,561.24,7.495,19340
17,133,Monroe,IL,-90.171982,38.362245,34962,385.326,13.033,41180
17,137,Morgan,IL,-90.22838,39.717059,32915,568.948,3.506,27300
17,141,Ogle,IL,-89.25403,42.028664,51788,758.654,4.78,40300
17,143,Peoria,IL,-89.639949,40.746692,181830,618.729,11.853,37900
17,147,Piatt,IL,-88.581901,40.008986,16673,439.188,0.291,16580
17,155,Putnam,IL,-89.2681,41.230538,5637,160.097,12.044,36837
17,161,Rock Island,IL,-90.502512,41.489119,144672,427.496,23.797,19340
17,163,St. Clair,IL,-89.990225,38.548186,257400,657.71,16.155,41180
17,167,Sangamon,IL,-89.654882,39.771106,196343,868.256,8.756,44100
17,171,Scott,IL,-90.461992,39.645952,4949,250.79,1.859,27300
17,175,Stark,IL,-89.791981,41.098391,5400,288.093,0.264,37900
17,177,Stephenson,IL,-89.643639,42.324957,44630,564.247,0.521,23300
17,179,Tazewell,IL,-89.530221,40.605153,131343,646.469,11.509,37900
17,183,Vermilion,IL,-87.655499,40.151056,74188,898.319,2.908,19180
17,195,Whiteside,IL,-89.82525,41.781958,55691,684.099,12.31,44580
17,197,Will,IL,-88.058558,41.565502,696355,835.876,13.347,16980
17,199,Williamson,IL,-88.976636,37.754392,67153,420.21,24.12,32060
17,201,Winnebago,IL,-89.060442,42.308321,285350,513.05,6.129,40420
17,203,Woodford,IL,-89.29163,40.76916,38467,527.546,15.043,37900
18,1,Adams,IN,-84.934318,40.749532,35809,338.926,1.04,19540
18,3,Allen,IN,-85.125233,41.100842,385410,657.3,2.723,23060
18,5,Bartholomew,IN,-85.905294,39.215015,82208,406.94,2.593,18020
18,7,Benton,IN,-87.291866,40.576258,8719,406.418,0.091,29200
18,11,Boone,IN,-86.383249,40.004643,70812,422.882,0.339,26900
18,13,Brown,IN,-86.208688,39.236665,15475,311.987,4.643,26900
18,15,Carroll,IN,-86.601213,40.579184,20306,372.225,2.794,29200
18,17,Cass,IN,-86.338974,40.747129,37870,412.144,2.704,30900
18,19,Clark,IN,-85.732548,38.373412,121093,372.83,3.758,31140
18,21,Clay,IN,-87.123964,39.469332,26466,357.6,2.721,45460
18,23,Clinton,IN,-86.513556,40.297795,33190,405.067,0.178,23140
18,27,Daviess,IN,-87.096158,38.697526,33381,429.499,7.375,47780
18,29,Dearborn,IN,-84.920533,39.14676,50679,305.087,2.324,17140
18,31,Decatur,IN,-85.493081,39.320693,26472,372.568,0.755,24700
18,33,DeKalb,IN,-85.034535,41.377157,43265,362.833,1.026,12140
18,35,Delaware,IN,-85.402908,40.20524,111903,392.101,3.808,34620
18,37,Dubois,IN,-86.915674,38.35868,43637,427.265,8.069,27540
18,39,Elkhart,IN,-85.905688,41.637245,207047,463.161,4.81,21140
18,41,Fayette,IN,-85.147252,39.64037,23398,215.021,0.141,18220
18,43,Floyd,IN,-85.857888,38.32223,80484,148.481,1.045,31140
18,47,Franklin,IN,-85.070967,39.398519,22785,384.426,6.624,17140
18,53,Grant,IN,-85.644184,40.525256,66674,414.089,0.812,31980
18,57,Hamilton,IN,-86.057612,40.001506,347467,394.377,8.09,26900
18,59,Hancock,IN,-85.829626,39.815247,79840,305.957,1.069,26900
18,61,Harrison,IN,-86.098168,38.234174,39654,484.104,2.038,31140
18,63,Hendricks,IN,-86.41108,39.773147,174788,406.894,1.884,26900
18,65,Henry,IN,-85.403738,39.928844,48914,391.877,2.954,35220
18,67,Howard,IN,-86.133562,40.470296,83658,293.074,0.847,29020
18,69,Huntington,IN,-85.486182,40.869855,36662,382.649,5.071,26540
18,71,Jackson,IN,-85.936294,38.928711,46428,509.978,3.928,42980
18,73,Jasper,IN,-87.150606,41.082454,32918,559.68,1.71,16980
18,77,Jefferson,IN,-85.433151,38.758699,33147,360.64,2.372,31500
18,81,Johnson,IN,-86.115187,39.555913,161765,320.415,1.376,26900
18,83,Knox,IN,-87.454832,38.699306,36282,515.827,8.067,47180
18,85,Kosciusko,IN,-85.830509,41.267835,80240,531.444,22.949,47700
18,89,Lake,IN,-87.407505,41.518998,498700,498.729,127.908,16980
18,91,LaPorte,IN,-86.791226,41.632279,112417,598.287,14.973,33140
18,93,Lawrence,IN,-86.495942,38.847818,45011,449.146,2.783,13260
18,95,Madison,IN,-85.7088,40.113496,130129,451.921,0.983,26900
18,97,Marion,IN,-86.136268,39.788896,977203,396.612,6.396,26900
18,99,Marshall,IN,-86.272256,41.347653,46095,443.62,6.123,38500
18,103,Miami,IN,-86.076111,40.729384,35962,373.842,3.546,37940
18,105,Monroe,IN,-86.53857,39.162275,139718,394.522,16.8,14020
18,107,Montgomery,IN,-86.90058,40.034526,37936,504.647,0.798,18820
18,109,Morgan,IN,-86.399124,39.512934,71780,403.834,5.595,26900
18,111,Newton,IN,-87.38049,40.999168,13830,401.755,1.679,16980
18,113,Noble,IN,-85.388959,41.415849,47457,410.845,6.588,28340
18,115,Ohio,IN,-84.909987,38.954376,5940,86.15,1.301,17140
18,119,Owen,IN,-86.798175,39.314578,21321,385.295,2.536,14020
18,127,Porter,IN,-87.104333,41.513979,173215,418.104,103.715,16980
18,129,Posey,IN,-87.819868,38.012717,25222,409.385,10.234,21780
18,133,Putnam,IN,-86.834304,39.646449,36726,480.537,2.157,24600
18,141,St. Joseph,IN,-86.227079,41.67642,272912,457.777,3.609,43780
18,145,Shelby,IN,-85.790065,39.535011,45055,411.138,1.618,26900
18,151,Steuben,IN,-85.010961,41.650003,34435,308.777,13.689,11420
18,153,Sullivan,IN,-87.393185,39.103793,20817,447.172,6.944,45460
18,157,Tippecanoe,IN,-86.886959,40.418699,186251,498.907,4.336,29200
18,159,Tipton,IN,-86.051278,40.307543,15359,260.541,0.026,26900
18,163,Vanderburgh,IN,-87.549603,37.998233,180136,233.401,3.458,21780
18,165,Vermillion,IN,-87.439022,39.759924,15439,256.864,3.048,45460
18,167,Vigo,IN,-87.386916,39.460456,106153,403.61,6.84,45460
18,169,Wabash,IN,-85.80421,40.855768,30976,412.538,8.438,47340
18,171,Warren,IN,-87.325412,40.312721,8440,364.69,1.715,29200
18,173,Warrick,IN,-87.355616,38.011051,63898,384.843,6.208,21780
18,175,Washington,IN,-86.084553,38.573362,28182,513.687,2.907,31140
18,177,Wayne,IN,-84.948672,39.843304,66553,401.754,2.588,39980
18,179,Wells,IN,-85.192988,40.770773,28180,368.087,2.161,23060
18,181,White,IN,-86.809953,40.753581,24688,505.139,3.54,33900
18,183,Whitley,IN,-85.478007,41.16305,34191,335.568,2.346,23060
19,11,Benton,IA,-92.013283,42.063318,25575,716.102,2.262,16300
19,13,Black Hawk,IA,-92.37179,42.490207,131144,565.757,6.922,47940
19,15,Boone,IA,-93.892211,42.026222,26715,570.488,3.139,11180
19,17,Bremer,IA,-92.380697,42.740346,24988,435.479,3.925,47940
19,21,Buena Vista,IA,-95.184296,42.676707,20823,574.899,5.327,44740
19,27,Carroll,IA,-94.867701,42.039462,20760,569.453,0.828,16140
19,33,Cerro Gordo,IA,-93.246108,43.135216,43127,568.3,6.818,32380
19,41,Clay,IA,-95.159344,43.127358,16384,567.238,5.354,43980
19,45,Clinton,IA,-90.341168,41.852141,46460,694.959,15.217,17540
19,49,Dallas,IA,-93.900543,41.630722,99678,588.299,3.309,19780
19,57,Des Moines,IA,-91.143256,40.83528,38910,416.129,13.646,15460
19,59,Dickinson,IA,-95.134559,43.38895,17703,380.532,23.429,44020
19,61,Dubuque,IA,-90.762214,42.493173,99266,608.299,8.162,20220
19,75,Grundy,IA,-92.747282,42.38048,12329,501.855,0.036,47940
19,77,Guthrie,IA,-94.427696,41.665841,10623,590.604,2.454,19780
19,85,Harrison,IA,-95.804583,41.662599,14582,696.874,4.759,36540
19,99,Jasper,IA,-93.07144,41.678059,37813,730.426,2.527,19780
19,103,Johnson,IA,-91.561276,41.683586,152854,613.0,10.064,26980
19,105,Jones,IA,-91.200472,42.138136,20646,575.618,1.46,16300
19,111,Lee,IA,-91.397062,40.560697,33555,517.55,21.339,22800
19,113,Linn,IA,-91.648394,42.008474,230299,717.059,7.61,16300
19,121,Madison,IA,-93.98679,41.348667,16548,561.006,1.152,19780
19,123,Mahaska,IA,-92.642105,41.311761,22190,570.851,2.546,36820
19,125,Marion,IA,-93.041728,41.357267,33414,554.49,16.017,37800
19,127,Marshall,IA,-92.938199,42.030436,40105,572.503,0.696,32260
19,129,Mills,IA,-95.693715,41.050907,14484,437.431,3.211,36540
19,139,Muscatine,IA,-91.077753,41.465515,43235,437.445,11.684,34700
19,149,Plymouth,IA,-96.20304,42.748026,25698,862.828,0.84,30180
19,153,Polk,IA,-93.640165,41.630968,492401,572.199,19.336,19780
19,155,Pottawattamie,IA,-95.79385,41.278446,93667,951.268,7.873,36540
19,163,Scott,IA,-90.562678,41.5647,174669,458.096,10.114,19340
19,169,Story,IA,-93.604948,42.025132,98537,572.544,1.105,11180
19,179,Wapello,IA,-92.418899,41.01642,35437,431.842,4.179,36900
19,181,Warren,IA,-93.595647,41.40685,52403,569.837,3.514,19780
19,183,Washington,IA,-91.69418,41.365129,22565,568.828,2.061,26980
19,187,Webster,IA,-94.179496,42.481229,36999,715.706,2.807,22700
19,193,Woodbury,IA,-96.345995,42.483312,105941,872.896,4.94,43580
19,195,Worth,IA,-93.250437,43.369396,7443,400.123,1.818,32380
20,5,Atchison,KS,-95.179193,39.555375,16348,431.174,2.645,11860
20,9,Barton,KS,-98.75829,38.396456,25493,895.257,5.377,24460
20,15,Butler,KS,-96.99849,37.725409,67380,1429.707,16.821,48620
20,17,Chase,KS,-96.558338,38.358225,2572,773.053,4.668,21380
20,21,Cherokee,KS,-94.751725,37.114832,19362,587.567,3.456,27900
20,35,Cowley,KS,-96.99836,37.17461,34549,1125.738,6.688,11680
20,37,Crawford,KS,-94.729385,37.438265,38972,589.771,5.241,38260
20,43,Doniphan,KS,-95.071424,39.787452,7510,393.479,4.797,41140
20,45,Douglas,KS,-95.254186,38.942493,118785,455.766,18.871,29940
20,51,Ellis,KS,-99.330542,38.882206,28934,899.912,0.462,25700
20,55,Finney,KS,-100.863047,37.977246,38470,1301.997,0.663,23780
20,57,Ford,KS,-99.995523,37.753005,34287,1098.271,0.81,19980
20,59,Franklin,KS,-95.260357,38.603542,25996,571.772,5.364,36840
20,61,Geary,KS,-96.838824,39.040483,36739,384.663,19.924,31740
20,79,Harvey,KS,-97.385867,38.046143,34024,539.756,0.967,48620
20,85,Jackson,KS,-95.752834,39.402317,13232,656.219,1.802,45820
20,87,Jefferson,KS,-95.397523,39.210953,18368,532.626,24.052,45820
20,91,Johnson,KS,-94.740299,38.924919,609863,473.629,6.295,28140
20,103,Leavenworth,KS,-94.959527,39.23513,81881,463.407,5.536,28140
20,107,Linn,KS,-94.800976,38.239619,9591,594.081,12.314,28140
20,111,Lyon,KS,-96.17907,38.416221,32179,847.478,7.939,21380
20,113,McPherson,KS,-97.646719,38.382645,30223,898.285,2.318,32700
20,121,Miami,KS,-94.83105,38.595195,34191,575.879,14.377,28140
20,139,Osage,KS,-95.713137,38.699173,15766,705.506,14.339,45820
20,143,Ottawa,KS,-97.682422,39.096393,5735,720.73,0.605,41460
20,149,Pottawatomie,KS,-96.332282,39.251723,25348,840.74,20.907,31740
20,155,Reno,KS,-97.931942,38.051646,61898,1255.308,16.802,26740
20,161,Riley,KS,-96.632706,39.190165,71959,609.7,12.356,31740
20,169,Saline,KS,-97.605554,38.814764,54303,720.246,1.066,41460
20,173,Sedgwick,KS,-97.34439,37.680269,523824,996.936,12.185,48620
20,175,Seward,KS,-100.918735,37.051086,21964,639.653,0.757,30580
20,177,Shawnee,KS,-95.706417,39.034789,178909,544.026,11.704,45820
20,191,Sumner,KS,-97.406786,37.303365,22382,1181.668,3.287,48620
20,197,Wabaunsee,KS,-96.178582,38.989695,6877,794.336,5.346,45820
20,209,Wyandotte,KS,-94.712818,39.106038,169245,151.638,4.557,28140
21,3,Allen,KY,-86.210149,36.750241,20588,344.341,7.522,14540
21,5,Anderson,KY,-84.925693,38.02799,23852,202.168,2.113,23180
21,7,Ballard,KY,-88.976992,37.043623,7728,246.927,27.054,37140
21,9,Barren,KY,-85.932182,36.995285,44485,487.585,12.415,23980
21,11,Bath,KY,-83.7406,38.138475,12750,278.797,5.207,34460
21,13,Bell,KY,-83.70439,36.680825,24097,359.062,2.055,33180
21,15,Boone,KY,-84.678985,38.984893,135968,246.288,10.217,17140
21,17,Bourbon,KY,-84.246703,38.203999,20252,289.746,1.865,30460
21,19,Boyd,KY,-82.666251,38.432179,48261,159.867,2.15,26580
21,21,Boyle,KY,-84.796823,37.637853,30614,180.35,2.491,19220
21,23,Bracken,KY,-84.072685,38.701217,8400,202.717,6.234,17140
21,29,Bullitt,KY,-85.651771,38.023787,82217,297.052,3.213,31140
21,31,Butler,KY,-86.677714,37.217537,12371,426.092,5.383,14540
21,35,Calloway,KY,-88.30609,36.621007,37103,385.031,25.666,34660
21,37,Campbell,KY,-84.439251,39.032376,93076,151.34,8.067,17140
21,39,Carlisle,KY,-88.946346,36.855639,4826,189.44,9.54,37140
21,43,Carter,KY,-83.034886,38.314087,26627,409.497,2.619,26580
21,47,Christian,KY,-87.477832,36.80904,72748,717.51,6.533,17300
21,49,Clark,KY,-84.182808,37.986421,36972,252.487,2.669,30460
21,51,Clay,KY,-83.750091,37.168974,20345,469.297,1.835,18340
21,59,Daviess,KY,-87.095079,37.747426,103312,458.391,18.08,36980
21,61,Edmonson,KY,-86.253259,37.192292,12126,302.885,5.119,14540
21,65,Estill,KY,-83.991846,37.707053,14163,253.094,2.516,40080
21,67,Fayette,KY,-84.49441,38.020293,322570,283.637,1.9,30460
21,71,Floyd,KY,-82.7396,37.558551,35942,393.285,2.42,38210
21,73,Franklin,KY,-84.867165,38.195361,51541,207.844,4.165,23180
21,77,Gallatin,KY,-84.841609,38.764935,8690,98.364,6.27,17140
21,81,Grant,KY,-84.602905,38.689224,24941,257.977,2.797,17140
21,83,Graves,KY,-88.650736,36.742207,36649,551.754,5.034,32460
21,87,Green,KY,-85.538884,37.265986,11107,286.049,2.742,15820
21,89,Greenup,KY,-82.809161,38.55436,35962,344.462,9.986,26580
21,93,Hardin,KY,-85.915853,37.743564,110702,623.395,6.729,21060
21,101,Henderson,KY,-87.564508,37.817983,44793,436.326,29.226,25775
21,103,Henry,KY,-85.180752,38.4314,15678,286.295,4.827,31140
21,107,Hopkins,KY,-87.52201,37.308856,45423,542.084,12.331,31580
21,111,Jefferson,KY,-85.686227,38.201451,782969,380.802,16.801,31140
21,113,Jessamine,KY,-84.585371,37.886869,52991,172.167,2.366,30460
21,117,Kenton,KY,-84.549073,39.011065,169064,160.291,4.018,17140
21,121,Knox,KY,-83.921054,36.902733,30193,386.305,1.445,18340
21,123,Larue,KY,-85.723159,37.542807,14867,261.553,2.082,21060
21,125,Laurel,KY,-84.087505,37.091997,62613,433.989,9.704,18340
21,127,Lawrence,KY,-82.677508,38.081027,16293,415.596,4.472,26580
21,137,Lincoln,KY,-84.670402,37.473364,24275,332.843,3.549,19220
21,139,Livingston,KY,-88.351386,37.133064,8888,313.269,28.886,37140
21,145,McCracken,KY,-88.649871,37.0493,67875,248.724,19.213,37140
21,149,McLean,KY,-87.221398,37.51554,9152,252.527,3.709,36980
21,151,Madison,KY,-84.286707,37.70685,92701,437.356,5.904,40080
21,163,Meade,KY,-86.134606,37.934417,30003,305.443,18.962,31140
21,165,Menifee,KY,-83.595979,37.945275,6113,203.585,2.349,34460
21,169,Metcalfe,KY,-85.64095,36.990976,10286,289.641,1.549,23980
21,173,Montgomery,KY,-83.918227,38.037988,28114,197.35,1.488,34460
21,179,Nelson,KY,-85.4595,37.820783,46738,417.523,6.553,31140
21,185,Oldham,KY,-85.459227,38.372614,67607,187.244,9.099,31140
21,191,Pendleton,KY,-84.359242,38.715312,14644,277.158,4.751,17140
21,195,Pike,KY,-82.427235,37.463914,58669,786.73,1.837,38210
21,199,Pulaski,KY,-84.614379,37.092197,65034,658.411,18.744,43700
21,203,Rockcastle,KY,-84.351176,37.380897,16037,316.547,1.549,40080
21,209,Scott,KY,-84.568282,38.230636,57155,281.768,3.645,30460
21,211,Shelby,KY,-85.232221,38.212966,48065,379.771,5.892,31140
21,213,Simpson,KY,-86.571947,36.732484,19594,234.205,2.26,23190
21,215,Spencer,KY,-85.350311,38.06313,19490,186.726,4.935,31140
21,217,Taylor,KY,-85.342524,37.350286,26023,266.369,10.453,15820
21,221,Trigg,KY,-87.834907,36.845549,14061,441.504,39.825,17300
21,227,Warren,KY,-86.435814,36.966984,134554,541.717,5.848,14540
21,233,Webster,KY,-87.68192,37.502386,13017,332.099,3.557,25775
21,235,Whitley,KY,-84.141533,36.814087,36712,437.831,7.287,18340
21,239,Woodford,KY,-84.726705,38.048373,26871,190.111,1.905,30460
22,1,Acadia,LA,-92.350979,30.281563,57576,655.244,2.291,29180
22,5,Ascension,LA,-90.934071,30.254386,126500,289.969,12.73,12940
22,7,Assumption,LA,-91.065832,29.921462,21039,344.021,25.909,12940
22,11,Beauregard,LA,-93.282544,30.723548,36549,1157.477,8.473,19760
22,15,Bossier,LA,-93.659046,32.560816,128746,839.52,27.394,43340
22,17,Caddo,LA,-93.799166,32.468933,237848,879.468,57.568,43340
22,19,Calcasieu,LA,-93.257749,30.225067,216785,1064.084,30.081,29340
22,23,Cameron,LA,-93.210852,29.957136,5617,1284.639,652.084,29340
22,29,Concordia,LA,-91.54632,31.592181,18687,697.054,50.318,35020
22,31,De Soto,LA,-93.778274,32.121308,26812,876.449,18.143,43340
22,33,East Baton Rouge,LA,-91.100064,30.460289,456781,455.502,14.843,12940
22,37,East Feliciana,LA,-91.090607,30.820502,19539,453.293,2.375,12940
22,43,Grant,LA,-92.538082,31.530198,22169,643.188,21.624,10780
22,45,Iberia,LA,-91.80964,29.994242,69929,573.714,456.397,35340
22,47,Iberville,LA,-91.232013,30.271035,30241,618.719,34.232,12940
22,51,Jefferson,LA,-90.152287,29.945816,440781,300.949,341.087,35380
22,53,Jefferson Davis,LA,-92.746247,30.241059,32250,651.52,7.207,29340
22,55,Lafayette,LA,-92.042199,30.198103,241753,268.827,0.444,29180
22,57,Lafourche,LA,-90.63396,29.690273,97557,1067.793,400.636,26380
22,61,Lincoln,LA,-92.645045,32.54964,48396,471.636,0.733,40820
22,63,Livingston,LA,-90.843081,30.48237,142282,648.127,43.316,12940
22,67,Morehouse,LA,-91.8883,32.785896,25629,794.95,11.154,33740
22,69,Natchitoches,LA,-93.097411,31.757091,37515,1253.323,46.229,35060
22,71,Orleans,LA,-90.05295,29.975765,383997,169.489,180.357,35380
22,73,Ouachita,LA,-92.131922,32.516411,160368,610.349,21.363,33740
22,75,Plaquemines,LA,-89.903288,29.725872,23515,780.172,1787.065,35380
22,77,Pointe Coupee,LA,-91.4947,30.664814,20758,556.875,33.481,12940
22,79,Rapides,LA,-92.455373,31.286365,130023,1320.414,41.106,10780
22,83,Richland,LA,-91.718715,32.440206,20043,555.613,8.792,33740
22,87,St. Bernard,LA,-89.937239,29.930597,43764,377.516,1777.688,35380
22,89,St. Charles,LA,-90.376212,29.938265,52549,277.742,119.165,35380
22,91,St. Helena,LA,-90.693517,30.786666,10920,408.527,1.08,12940
22,93,St. James,LA,-90.736618,30.020844,20192,237.861,14.971,35380
22,95,St. John the Baptist,LA,-90.511201,30.072182,42477,214.474,195.538,35380
22,97,St. Landry,LA,-92.112737,30.510054,82540,924.029,15.063,36660
22,99,St. Martin,LA,-91.83735,30.231079,51767,737.47,79.265,29180
22,101,St. Mary,LA,-91.339006,29.738031,49406,555.843,563.881,34020
22,103,St. Tammany,LA,-89.961836,30.386943,264570,845.257,250.366,43640
22,105,Tangipahoa,LA,-90.449002,30.561076,133157,791.171,52.776,25220
22,109,Terrebonne,LA,-90.725647,29.596256,109580,1229.853,852.39,26380
22,111,Union,LA,-92.398543,32.788831,21107,876.9,28.436,33740
22,113,Vermilion,LA,-92.161801,29.998731,57359,1173.61,368.611,29180
22,117,Washington,LA,-90.004103,30.839568,45463,669.637,6.232,14220
22,119,Webster,LA,-93.338052,32.699031,36967,593.289,21.631,33380
22,121,West Baton Rouge,LA,-91.266575,30.436753,27199,192.346,11.43,12940
22,125,West Feliciana,LA,-91.442588,30.888343,15310,403.316,22.684,12940
23,1,Androscoggin,ME,-70.202081,44.117226,111139,467.952,29.169,30340
23,5,Cumberland,ME,-70.305033,43.746359,303069,836.221,381.241,38860
23,11,Kennebec,ME,-69.748924,44.395615,123642,867.471,83.703,12300
23,19,Penobscot,ME,-68.797457,44.944506,152199,3397.197,159.84,12620
23,23,Sagadahoc,ME,-69.871506,43.956844,36699,253.971,116.059,38860
